name,city,state,url,website,buy_link,phone,email,type,notes,prices,source,source_url
Spiritex,Asheville,NC,https://wholesale.spiritex.net/,https://wholesale.spiritex.net/,https://wholesale.spiritex.net/,,sales@spiritex.net,cut_and_sew,"Organic cotton wholesale apparel; TX-grown, Carolinas spun/knit/finished; men's, women's, kids; printing; low MOQ",Wholesale; see website,web,https://wholesale.spiritex.net/
California Textile Group,Los Angeles,CA,https://californiatextilegroup.com/,https://californiatextilegroup.com/,https://californiatextilegroup.com/pages/contact-us,213-765-0555,aimee@californiagroupinc.com,cut_and_sew,"Woman-owned; 30+ yrs; circular knits, cut-and-sew; fabric to finished; gov/military compliance",Contact for quote,web,https://californiatextilegroup.com/
Goodwear USA,Essex,MA,https://www.goodwear.com/,https://www.goodwear.com/,https://www.goodwear.com/pages/wholesale-inquiries,800-338-8895,sales@goodwear.com,cut_and_sew,"38+ yrs; 100% USA cotton field-to-garment; third-party verified; private label, full package",Wholesale; resale ID required,web,https://www.goodwear.com/
All USA Clothing,Keego Harbor,MI,https://allusaclothing.com/,https://allusaclothing.com/,https://allusaclothing.com/wholesale-account.html,877-549-8721,info@allusaclothing.com,cut_and_sew,"Wholesale USA-made brands (American Apparel, Carhartt); customization, private label",Wholesale; apply for account,web,https://allusaclothing.com/
Prime Blanks,California,CA,https://primeblanks.com/,https://primeblanks.com/,https://primeblanks.com/get-quote,,usamade@primeblanks.com,cut_and_sew,"USA-made custom & bulk blank t-shirts; cotton, hemp, recycled; CA facility; fast turnaround",Contact for quote,web,https://primeblanks.com/
Volunteer Knit Apparel Inc,New Tazewell,TN,https://www.volunteer-knitwear.com/,https://www.volunteer-knitwear.com/,https://www.volunteer-knitwear.com/,423-626-7886,nora@volknit.com,cut_and_sew,"Family-owned since 1986; knit, bleach, cut, sew, pack; retail, private label, US Military",Contact for quote,CottonWorks,https://cottonworks.com/sourcing/find-us-suppliers/
JOMEL Seams Reasonable (Burkesville),Burkesville,KY,https://jomel.net/,https://jomel.net/,https://jomel.net/,270-864-3898,,cut_and_sew,"Apparel, Home, PPE, Uniforms, Military; Cotton Inc cut & sew",Contact for quote,Cotton Incorporated,https://www.cottoninc.com/quality-products/textile-sourcing/cut-and-sew/
Rally Apparel Co-Op,Sandersville,GA,https://www.rallyapparelco-op.com/,https://www.rallyapparelco-op.com/,https://www.rallyapparelco-op.com/contact,478-553-1919,info@rallyapparelco-op.com,cut_and_sew,"30+ yrs; 100% Made in America; athletic wear, USA cotton; cut/sew, garment dye, sublimation",Contact for quote,web,https://www.rallyapparelco-op.com/
Lydia Design Studio,Atlanta,GA,https://www.lydiadesignstudio.com/,https://www.lydiadesignstudio.com/,https://www.lydiadesignstudio.com/clothing-manufacturer,470-514-5696,,cut_and_sew,"Made in USA; cut-and-sew MOQ 45; design, sampling, production; tees, leggings, jeans, hoodies",Contact for quote,web,https://www.lydiadesignstudio.com/
FAM USA,Snellville,GA,https://famusa.co/,https://famusa.co/,https://famusa.co/services/cut-sew/,770-982-9913,sales@famusa.co,cut_and_sew,"Turn-key cut & sew; dye sublimation; athletic, corporate; no minimums; 4-wk lead",Contact for quote,web,https://famusa.co/
Muscogee Mills,Columbus,GA,https://www.muscogeemills.com/,https://www.muscogeemills.com/,https://www.muscogeemills.com/contact-us,706-294-1738,customerservice@muscogeemills.com,cut_and_sew,"Since 1968; cut & sew, sourcing, warehousing; domestic textile",Contact for quote,web,https://www.muscogeemills.com/
The Lab Factory ATL,Atlanta,GA,https://thelabfactoryatl.com/,https://thelabfactoryatl.com/,https://thelabfactoryatl.com/pages/cut-sew,470-783-2258,info@thelabfactoryatl.com,cut_and_sew,"Cut & sew, DTF, embroidery, sublimation; concept to creation 90 days",Contact for quote,web,https://thelabfactoryatl.com/
Boxercraft,Mableton,GA,https://boxercraft.com/,https://boxercraft.com/,https://wholesale.boxercraft.com/,888-717-1985,customersuccess@boxercraft.com,cut_and_sew,NCTO member; wholesale apparel; custom blanks,Contact for quote,NCTO,https://ncto.org/
Newport Cut and Sew Services,Costa Mesa,CA,https://www.newportcutandsew.com/,https://www.newportcutandsew.com/,https://www.newportcutandsew.com/contact-us,,nas@newportcutandsew.com,cut_and_sew,"50-2,000 units/style; pattern, grading, fit, sampling; Makers Row",Contact for quote,web,https://www.newportcutandsew.com/
Higgins Sewing and Manufacturing,Lineville,AL,https://higgins-sewing-and-manufacturing-inc-al.hub.biz/,,,256-396-2704,,cut_and_sew,"Embroidery, contract sewing, screen print; full cut & sew; 15+ yrs",Contact for quote,web,https://app.makersrow.com/
Jones Sportswear Company,Birmingham,AL,https://jonessportswearonline.com/,https://jonessportswearonline.com/,https://www.jonestshirts.com/pages/contact,205-326-6264,jonessportswear@gmail.com,cut_and_sew,"Family-owned since 1979; screen print, embroidery; custom apparel",Contact for quote,web,https://jonessportswearonline.com/
MFG Merch,Jacksonville,FL,https://mfgmerch.com/,https://mfgmerch.com/,https://mfgmerch.com/contact/,904-677-9505,info@mfgmerch.com,cut_and_sew,"Full-service cut & sew; screen print, embroidery; custom apparel",Contact for quote,web,https://mfgmerch.com/
Sew It All Miami,Miami,FL,https://sewitallmiami.com/,https://sewitallmiami.com/,https://sewitallmiami.com/get-a-quote/,305-339-0085,info@sewitallmiami.com,cut_and_sew,"Embroidery, screen print, DTG; custom apparel",Contact for quote,web,https://sewitallmiami.com/
Made X Hudson,Catskill,NY,https://madexhudson.com/,https://madexhudson.com/,https://madexhudson.com/pages/contact,518-203-3696,shop@madexhudson.com,cut_and_sew,Non-profit factory; cut-and-sew wovens; MOQ 20; 1-2 wk sampling,Contact for quote,web,https://www.makersrow.com/
Apparel Production Inc,New York,NY,https://apparelproductionny.com/,https://apparelproductionny.com/,https://apparelproductionny.com/contact,212-278-8362,teddyapparelprod@aol.com,cut_and_sew,Since 1947; 75 operators; 125 min/style; Garment District,Contact for quote,web,https://apparelproductionny.com/
Carina NY,New York,NY,https://www.carina-ny.com/,https://www.carina-ny.com/,https://www.carina-ny.com/contact,917-302-1894,paula@carina-ny.com,cut_and_sew,"Since 1996; leather, denim, cotton; MOQ 50; Garment District",Contact for quote,web,https://www.carina-ny.com/
Triple Stitch NYC,New York,NY,https://www.triplestitch.nyc/,https://www.triplestitch.nyc/,https://www.triplestitch.nyc/,,,cut_and_sew,"33+ yrs; USA cut & sew; fabric sourcing, pattern, sample; knit & woven",Contact for quote,web,https://www.triplestitch.nyc/
NYC Factory Inc,New York,NY,https://nycfactoryinc.com/,https://nycfactoryinc.com/,https://nycfactoryinc.com/pages/contact,212-302-4673,sales@nycfactoryinc.com,cut_and_sew,"100 min/design; product dev, sampling, production; Garment District",Contact for quote,web,https://nycfactoryinc.com/
Prange Apparel,Nashville,TN,https://www.prangeapparel.com/,https://www.prangeapparel.com/,https://www.prangeapparel.com/,629-246-0885,hello@prangeapparel.com,cut_and_sew,"Since 2013; women's boutique; MOQ 25; 6K sq ft; pattern, cut, sew in-house",Contact for quote,web,https://www.prangeapparel.com/
Nevear,Nashville,TN,https://nevear.com/,https://nevear.com/,https://nevear.com/contact-us/,248-605-5457,,cut_and_sew,"Since 2008; MOQ 100; 2-wk prototype; cut & sew, private label",Contact for quote,web,https://nevear.com/
Borah Teamwear,Coon Valley,WI,https://borahteamwear.com/,https://borahteamwear.com/,https://borahteamwear.com/get-started/,800-354-2825,,cut_and_sew,"Since 1997; cycling, skiing, triathlon; handcrafted WI; lifetime warranty",Contact for quote,web,https://borahteamwear.com/
Clothier Design Source,St Paul,MN,https://www.clothierdesignsource.com/,https://www.clothierdesignsource.com/,https://www.clothierdesignsource.com/contact-us,651-225-8025,,cut_and_sew,"Since 2006; 35+ workers; athletic, medical, children's; in-house",Contact for quote,web,https://www.clothierdesignsource.com/
K1 Sportswear,Cloquet,MN,https://www.k1sportswear.com/,https://www.k1sportswear.com/,https://www.k1sportswear.com/,800-345-0028,sales@k1sportswear.com,cut_and_sew,"Since 1987; hockey, baseball, lacrosse; jerseys, socks",Contact for quote,web,https://www.k1sportswear.com/
Fourbital Factory,Burlington,VT,https://www.fourbitalfactory.com/,https://www.fourbitalfactory.com/,https://www.fourbitalfactory.com/contact-us,802-622-1572,info@fourbitalfactory.com,cut_and_sew,USA beanies; low MOQ; Burlington; sustainable,Contact for quote,web,https://www.fourbitalfactory.com/
Vermont Flannel,,VT,https://www.vermontflannel.com/,https://www.vermontflannel.com/,https://www.vermontflannel.com/pages/wholesale-program,,wholesale@vermontflannel.com,cut_and_sew,"Since 1991; handcrafted flannel; shirts, pants, pullovers; wholesale",Contact for quote,web,https://www.vermontflannel.com/
Whalerknits,Fall River,MA,https://whalerknits.com/,https://whalerknits.com/,https://whalerknits.com/,508-916-6440,,cut_and_sew,"Since 1975; 100% cotton sweaters, hats, blankets; USA-made",Contact for quote,web,https://whalerknits.com/
Commonwealth,Burlington,VT,https://wearcommonwealth.com/,https://wearcommonwealth.com/,https://wearcommonwealth.com/,,,cut_and_sew,"100% organic cotton hoodies, tees; wool pennants; fan apparel; USA-made",Contact for quote,web,https://wearcommonwealth.com/
SEAM (Sewing Experts Assembly Manufacturing),Cleveland,OH,https://seamsewing.com/,https://seamsewing.com/,https://seamsewing.com/,,,cut_and_sew,"Since 2017; industrial cut & sew; pattern, prototype, small batch; 30+ yrs exp",Contact for quote,web,https://seamsewing.com/
Cleveland Cut and Sew,Cleveland,OH,https://clevelandcutandsew.com/,https://clevelandcutandsew.com/,https://clevelandcutandsew.com/contact/,216-314-1314,clevelandcutandsew@gmail.com,cut_and_sew,Cut & sew manufacturing; Cleveland,Contact for quote,web,https://clevelandcutandsew.com/
The Sullivan Company,Westerville,OH,https://www.wearbrandmatters.com/,https://www.wearbrandmatters.com/,https://wearbrandmatters.com/contact/,614-898-9971,,cut_and_sew,"Since 1981; screen print, embroidery, DTG; corporate, restaurant uniforms",Contact for quote,web,https://www.wearbrandmatters.com/
Michigan Apparel Manufacturer,,MI,https://michiganapparelmanufacturer.com/,https://michiganapparelmanufacturer.com/,https://michiganapparelmanufacturer.com/,,,cut_and_sew,"Small batch; tech pack to production; pattern, sampling, grading",Contact for quote,web,https://michiganapparelmanufacturer.com/
Michigan Fashion Proto,Lansing,MI,https://www.fashionproto.com/,https://www.fashionproto.com/,https://www.fashionproto.com/hire-us,517-367-7066,info@fashionproto.com,cut_and_sew,"MOQ 25; design, pattern, sample, production; 500+ via partners",Contact for quote,web,https://www.fashionproto.com/
ISAIC (Industrial Sewing and Innovation Center),Detroit,MI,https://www.isaic.org/,https://www.isaic.org/,https://www.isaic.org/advanced-manufacturing-solutions,,manufacturing@isaic.org,cut_and_sew,Nonprofit; sustainable apparel; workforce dev; Carhartt Bldg; contract mfg,Contact for quote,web,https://www.isaic.org/
Detroit Apparel Manufacturing,Detroit,MI,https://app.makersrow.com/detroit-apparel-mfg,https://app.makersrow.com/detroit-apparel-mfg,https://app.makersrow.com/detroit-apparel-mfg,,,cut_and_sew,"Small batch; pattern, sample, screen print, embroidery; Makers Row",Contact for quote,web,https://app.makersrow.com/
GIL Sewing Corp,Chicago,IL,https://gilsewing.com/,https://gilsewing.com/,https://gilsewing.com/,773-545-0990,admin@gilsewing.com,cut_and_sew,"Since 1993; women-owned; uniforms, tailored, technical; full package",Contact for quote,web,https://gilsewing.com/
Sonoran Stitch Factory,Tucson,AZ,https://www.sonoranstitch.com/,https://www.sonoranstitch.com/,https://www.sonoranstitch.com/contact-1,520-338-9738,sonoranstitch@gmail.com,cut_and_sew,"50-4K units/mo; design, pattern, prototype, sourcing; outdoor, activewear",Contact for quote,web,https://www.sonoranstitch.com/
Arena Sewing,Phoenix,AZ,https://sewing.arena.com/,https://sewing.arena.com/,https://sewing.arena.com/,855-462-7362,,cut_and_sew,"40+ yrs; tactical, military, medical, industrial; contract cut & sew",Contact for quote,web,https://sewing.arena.com/
Freeride Systems,Leadville,CO,https://www.freeridesystems.com/,https://www.freeridesystems.com/,https://www.freeridesystems.com/contact,719-966-7149,,cut_and_sew,"Since 2010; technical outerwear; fleece, ski; made in CO",Contact for quote,web,https://www.freeridesystems.com/
Corbeaux Clothing,Aspen,CO,https://corbeauxclothing.com/,https://corbeauxclothing.com/,https://corbeauxclothing.com/pages/contact-corbeaux,,info@corbeauxclothing.com,cut_and_sew,"Base layers, adventure apparel; USA-made MN & CO; recycled",Contact for quote,web,https://corbeauxclothing.com/
Colorado Threads,Lakewood,CO,https://coloradothreads.com/,https://coloradothreads.com/,https://coloradothreads.com/pages/contact,,hello@coloradothreads.com,cut_and_sew,"Athletic, outdoor; yoga, tanks, tees, hoodies; USA-made; wholesale",Contact for quote,web,https://coloradothreads.com/
NWT3K,Seattle,WA,https://nwt3k.com/,https://nwt3k.com/,https://nwt3k.com/,,,cut_and_sew,"Ski, snowboard, mountain bike; hand-built Seattle; 2 facilities",Contact for quote,web,https://nwt3k.com/
Coville,Winston-Salem,NC,https://www.covilleinc.com/,https://www.covilleinc.com/,https://www.covilleinc.com/Contact-Coville.html,336-759-0115,info@covilleinc.com,cut_and_sew,"Since 1966; knit fabrics; cut & sew, CMT; full package",Contact for quote,web,https://www.covilleinc.com/
Opportunity Threads,Morganton,NC,https://www.opportunitythreads.com/,https://www.opportunitythreads.com/,https://www.opportunitythreads.com/contact,,,cut_and_sew,"Worker-owned; t-shirts, apparel, pillows, bags; sustainable",Contact for quote,web,https://www.opportunitythreads.com/
North Carolina Sewn,Morganton,NC,https://northcarolinasewn.com/,https://northcarolinasewn.com/,https://northcarolinasewn.com/,828-584-8000,northcarolinasewn@gmail.com,cut_and_sew,"Since 2015; sports uniforms, polos, yoga, medical; 150+ yrs combined exp",Contact for quote,web,https://www.manufacturednc.com/
Integrated Textile Solutions (ITS),Salem,VA,https://www.intextile.com/,https://www.intextile.com/,https://www.intextile.com/contact-us/,540-389-8113,info@intextile.com,cut_and_sew,"Since 1936; Berry-compliant; tactical, military, industrial; DOD",Contact for quote,web,https://www.intextile.com/
American Roots,Westbrook,ME,https://americanrootswear.com/,https://americanrootswear.com/,https://americanrootswear.com/pages/contact-us,207-854-4098,info@americanrootswear.com,cut_and_sew,"10 yrs; 100% USA materials; union-made; hoodies, apparel",Contact for quote,web,https://americanrootswear.com/
ORIGIN,Farmington,ME,https://originusa.com/,https://originusa.com/,https://originusa.com/pages/contact-us,207-860-2626,,cut_and_sew,"Since 2011; workwear, jeans, hoodies, boots; USA-made; Franklin County",Contact for quote,web,https://originusa.com/
Fabric Finders Inc,Florence,AL,https://www.fabricfindersinc.com/,https://www.fabricfindersinc.com/,https://www.fabricfindersinc.com/new-wholesale-account-application/,256-767-7615,info@fabricfindersinc.com,fabric_wholesaler,"100% cotton wholesale; batiste, broadcloth, denim, flannel, pique, seersucker",See website,web,https://www.fabricfindersinc.com/
David Textiles Inc,City of Commerce,CA,https://davidtextilesinc.com/,https://davidtextilesinc.com/,https://davidtextilesinc.com/contact,323-728-3231,sales@davidtextiles.net,fabric_wholesaler,"Wholesale cotton prints, flannel, digital collections",See website,web,https://davidtextilesinc.com/
Robert Kaufman Fabrics,Los Angeles,CA,https://www.robertkaufman.com/,https://www.robertkaufman.com/,https://www.robertkaufman.com/contact_robert_kaufman_fabrics/,800-877-2066,info@robertkaufman.com,fabric_wholesaler,"Cotton solids, digital printing; finished package programs",See website,web,https://www.robertkaufman.com/
Nature's Fabrics,,,https://naturesfabrics.com/,https://naturesfabrics.com/,https://naturesfabrics.com/pages/contact-us,814-734-7137,,fabric_wholesaler,USA-grown cotton fabric; retail and wholesale,See website,web,https://naturesfabrics.com/
Crittenden Gin Company,Crawfordsville,AR,,,,870-739-3228,,ice_warehouse,ICE licensed,Contact for quote,ICE,https://www.ice.com/publicdocs/futures_us_reports/cotton/Cotton%20No.%202%20Warehouse.pdf
Union Compress Warehouse of West Memphis,West Memphis,AR,,,,870-732-6566,,ice_warehouse,ICE licensed,Contact for quote,ICE,https://www.ice.com/publicdocs/futures_us_reports/cotton/Cotton%20No.%202%20Warehouse.pdf
Riverbend Distribution Center LLC,West Memphis,AR,,,,901-383-5137,,ice_warehouse,LDC Cotton Storage; ICE licensed,Contact for quote,ICE,https://www.ice.com/publicdocs/futures_us_reports/cotton/Cotton%20No.%202%20Warehouse.pdf
Anderson Clayton Desoto (Olam Cotton),Olive Branch,MS,,,,214-537-4222,,ice_warehouse,ICE licensed,Contact for quote,ICE,https://www.ice.com/publicdocs/futures_us_reports/cotton/Cotton%20No.%202%20Warehouse.pdf
Viterra USA Agriculture LLC,Memphis,TN,,,,646-949-2035,,ice_warehouse,Multiple Memphis facilities; ICE licensed,Contact for quote,ICE,https://www.ice.com/publicdocs/futures_us_reports/cotton/Cotton%20No.%202%20Warehouse.pdf
Cotton Trade Warehouse (Cargill),Memphis,TN,,,,,,ice_warehouse,ICE licensed,Contact for quote,ICE,https://www.ice.com/publicdocs/futures_us_reports/cotton/Cotton%20No.%202%20Warehouse.pdf
Cargill Cotton Warehouse,Memphis,TN,,,,,,ice_warehouse,ICE licensed,Contact for quote,ICE,https://www.ice.com/publicdocs/futures_us_reports/cotton/Cotton%20No.%202%20Warehouse.pdf
Memphis Compress Company,Memphis,TN,,,,901-383-5137,,ice_warehouse,LDC Cotton Storage; ICE licensed,Contact for quote,ICE,https://www.ice.com/publicdocs/futures_us_reports/cotton/Cotton%20No.%202%20Warehouse.pdf
Producer's Warehouse No. 1 (LDC),Memphis,TN,,,,901-383-5137,,ice_warehouse,ICE licensed,Contact for quote,ICE,https://www.ice.com/publicdocs/futures_us_reports/cotton/Cotton%20No.%202%20Warehouse.pdf
Producer's Warehouse No. 2 (LDC),Memphis,TN,,,,901-383-5137,,ice_warehouse,ICE licensed,Contact for quote,ICE,https://www.ice.com/publicdocs/futures_us_reports/cotton/Cotton%20No.%202%20Warehouse.pdf
Producer's Warehouse No. 3 (LDC),Memphis,TN,,,,901-383-5137,,ice_warehouse,ICE licensed,Contact for quote,ICE,https://www.ice.com/publicdocs/futures_us_reports/cotton/Cotton%20No.%202%20Warehouse.pdf
Distribution Center No. 1 (LDC),Memphis,TN,,,,901-383-5137,,ice_warehouse,ICE licensed,Contact for quote,ICE,https://www.ice.com/publicdocs/futures_us_reports/cotton/Cotton%20No.%202%20Warehouse.pdf
River City Warehouse (Sunbelt),Memphis,TN,,,,214-520-1717,,ice_warehouse,ICE licensed,Contact for quote,ICE,https://www.ice.com/publicdocs/futures_us_reports/cotton/Cotton%20No.%202%20Warehouse.pdf
Total Commodity Warehouse (Sunbelt),Memphis,TN,,,,214-520-1717,,ice_warehouse,ICE licensed,Contact for quote,ICE,https://www.ice.com/publicdocs/futures_us_reports/cotton/Cotton%20No.%202%20Warehouse.pdf
Mallory Alexander International Logistics,Memphis,TN,https://www.mallorygroup.com/,https://www.mallorygroup.com/,https://www.mallorygroup.com/contact/,901-370-4201,,ice_warehouse,ICE licensed,Contact for quote,ICE,https://www.ice.com/publicdocs/futures_us_reports/cotton/Cotton%20No.%202%20Warehouse.pdf
International Cotton Depots ICD 4,Memphis,TN,,,,855-850-0049,raydoroff@cofcointernational.com,ice_warehouse,ICE licensed,Contact for quote,ICE,https://www.ice.com/publicdocs/futures_us_reports/cotton/Cotton%20No.%202%20Warehouse.pdf
Moody Compress & Warehouse Houston,Houston,TX,,,,409-763-6401,,ice_warehouse,ICE licensed,Contact for quote,ICE,https://www.ice.com/publicdocs/futures_us_reports/cotton/Cotton%20No.%202%20Warehouse.pdf
Houston Commodity Warehouse (Sunbelt),Houston,TX,,,,214-520-1717,,ice_warehouse,ICE licensed,Contact for quote,ICE,https://www.ice.com/publicdocs/futures_us_reports/cotton/Cotton%20No.%202%20Warehouse.pdf
Supply Chain Management LLC Houston,Pasadena,TX,,,,912-966-9999,,ice_warehouse,ICE licensed,Contact for quote,ICE,https://www.ice.com/publicdocs/futures_us_reports/cotton/Cotton%20No.%202%20Warehouse.pdf
Moody Compress Galveston,Galveston,TX,,,,409-763-6401,,ice_warehouse,ICE licensed,Contact for quote,ICE,https://www.ice.com/publicdocs/futures_us_reports/cotton/Cotton%20No.%202%20Warehouse.pdf
Southern Compress Warehouse (LDC),Galveston,TX,,,,901-383-5137,,ice_warehouse,ICE licensed,Contact for quote,ICE,https://www.ice.com/publicdocs/futures_us_reports/cotton/Cotton%20No.%202%20Warehouse.pdf
Supply Chain Management Dallas,Dallas,TX,,,,469-906-0558,,ice_warehouse,ICE licensed,Contact for quote,ICE,https://www.ice.com/publicdocs/futures_us_reports/cotton/Cotton%20No.%202%20Warehouse.pdf
Mallory Alexander Dallas,Dallas,TX,,,,901-370-4201,,ice_warehouse,ICE licensed,Contact for quote,ICE,https://www.ice.com/publicdocs/futures_us_reports/cotton/Cotton%20No.%202%20Warehouse.pdf
Anderson Clayton Dallas (Olam Cotton),Dallas,TX,,,,214-537-4222,,ice_warehouse,ICE licensed,Contact for quote,ICE,https://www.ice.com/publicdocs/futures_us_reports/cotton/Cotton%20No.%202%20Warehouse.pdf
Fort Worth Commodity Warehouse (Sunbelt),Fort Worth,TX,,,,214-520-1717,,ice_warehouse,ICE licensed,Contact for quote,ICE,https://www.ice.com/publicdocs/futures_us_reports/cotton/Cotton%20No.%202%20Warehouse.pdf
International Cotton Depots Dallas,Grand Prairie,TX,,,,855-850-0049,,ice_warehouse,ICE licensed,Contact for quote,ICE,https://www.ice.com/publicdocs/futures_us_reports/cotton/Cotton%20No.%202%20Warehouse.pdf
Cargill Cotton Warehouse Haslet,Haslet,TX,,,,,,ice_warehouse,ICE licensed,Contact for quote,ICE,https://www.ice.com/publicdocs/futures_us_reports/cotton/Cotton%20No.%202%20Warehouse.pdf
Dallas Warehouse Company LLC,Grand Prairie,TX,,,,214-528-9800,,ice_warehouse,ICE licensed,Contact for quote,ICE,https://www.ice.com/publicdocs/futures_us_reports/cotton/Cotton%20No.%202%20Warehouse.pdf
International Cotton Depots Greenville,Greenville,SC,,,,855-850-0049,,ice_warehouse,ICE licensed,Contact for quote,ICE,https://www.ice.com/publicdocs/futures_us_reports/cotton/Cotton%20No.%202%20Warehouse.pdf
Staplcotn Greer,Greer,SC,,,,662-453-8941,,ice_warehouse,ICE licensed,Contact for quote,ICE,https://www.ice.com/publicdocs/futures_us_reports/cotton/Cotton%20No.%202%20Warehouse.pdf
Spartanburg Distribution Center (LDC),Spartanburg,SC,,,,901-383-5137,,ice_warehouse,ICE licensed,Contact for quote,ICE,https://www.ice.com/publicdocs/futures_us_reports/cotton/Cotton%20No.%202%20Warehouse.pdf
Calcot,Bakersfield,CA,https://calcot.com/,https://calcot.com/,https://calcot.com/sales-contact/,661-327-5961,info@calcot.com,warehouse,CGWA; coop + warehouse,Contact for quote,CGWA,https://www.cottongwa.org/
Cotton Growers Warehouse,Garner,NC,https://www.carolinascotton.com/,https://www.carolinascotton.com/,https://www.carolinascotton.com/contact-us,919-773-2120,,warehouse,CGWA; Carolinas Cotton,Contact for quote,CGWA,https://www.cottongwa.org/
Farmer's Cooperative Compress,Lubbock,TX,https://www.farmerscompress.com/,https://www.farmerscompress.com/,https://farmerscompress.com/Open/Home/Contact,806-763-9431,shipping@farmerscompress.com,warehouse,CGWA; Texas High Plains,Contact for quote,CGWA,https://www.cottongwa.org/
Franklin Cotton Warehouse Coop,Winnsboro,LA,,,,318-435-4436,,warehouse,CGWA,Contact for quote,CGWA,https://www.cottongwa.org/
Gulf Compress,Corpus Christi,TX,https://www.gulfcompress.com/,https://www.gulfcompress.com/,https://www.gulfcompress.com/,361-882-5489,cotton@gulfcompress.com,warehouse,CGWA,Contact for quote,CGWA,https://www.cottongwa.org/
Plains Cotton Cooperative Association,Lubbock,TX,https://pcca.com/,https://pcca.com/,https://pcca.com/contact-us/,806-763-8011,,warehouse,CGWA; PCCA,Contact for quote,CGWA,https://www.cottongwa.org/
Southeastern Gin and Peanut,Surrency,GA,https://www.southeasterngin.com/,https://www.southeasterngin.com/,https://www.southeasterngin.com/,912-366-0808,Roger@SoutheasternGin.com,warehouse,CGWA,Contact for quote,CGWA,https://www.cottongwa.org/
Sowega Cotton Inc,Climax,GA,https://www.sowegacotton.com/,https://www.sowegacotton.com/,https://www.sowegacotton.com/,,,warehouse,CGWA,Contact for quote,CGWA,https://www.cottongwa.org/
Staplcotn,Greenwood,MS,https://www.staplcotn.com/,https://www.staplcotn.com/,https://www.staplcotn.com/,,,warehouse,CGWA; coop + warehouse,Contact for quote,CGWA,https://www.cottongwa.org/
Suncot Warehouse,Denver City,TX,https://www.suncotwarehouse.com/,https://www.suncotwarehouse.com/,https://www.suncotwarehouse.com/contact,806-592-8448,suncotacctwhs@gmail.com,warehouse,CGWA,Contact for quote,CGWA,https://www.cottongwa.org/
Texas Cotton Growers Cooperative Association,Taylor,TX,,,,,,warehouse,CGWA,Contact for quote,CGWA,https://www.cottongwa.org/
United Agricultural Cooperative,El Campo,TX,https://news.unitedag.net/,https://news.unitedag.net/,https://news.unitedag.net/,,,warehouse,CGWA,Contact for quote,CGWA,https://www.cottongwa.org/
Willacy Cotton Warehouse LLC,Raymondville,TX,,,,,,warehouse,CGWA,Contact for quote,CGWA,https://www.cottongwa.org/
Sunbelt Warehouse Corporation,Memphis,TN,,,,,,warehouse,ACSA associate; ICE licensed,Contact for quote,ACSA,https://acsa-cotton.org/
Federal Compress & Warehouse Company,Memphis,TN,,,,,,warehouse,ICE licensed; since 1887,Contact for quote,ICE,https://www.ice.com/publicdocs/futures_us_reports/cotton/Cotton%20No.%202%20Warehouse.pdf
Paxton Bonded Storages,Wilson,NC,https://www.paxtonbondedstorages.com/,https://www.paxtonbondedstorages.com/,https://www.paxtonbondedstorages.com/,252-243-4454,,warehouse,ACSA affiliate; 400K sq ft; rail-hub; general storage,Contact for quote,ACSA,https://acsa-cotton.org/affiliates/
Plaza Cotton Storage,Centre,AL,,,,256-927-7828,,warehouse,Wholesale fabric; cotton storage; cotton-producing region,Contact for quote,web,
Broad Street Bonded Warehouse,Gastonia,NC,https://www.bondedstorage.com/,https://www.bondedstorage.com/,https://bondedstorage.com/contactus.html,704-867-7253,info@bondedstorage.com,warehouse,Cotton storage and handling; Gastonia textile region,Contact for quote,web,https://www.bondedstorage.com/
American Cotton Shippers Association (ACSA),Memphis,TN,https://acsa-cotton.org/,https://acsa-cotton.org/,https://acsa-cotton.org/our-members/,901-525-2272,,association,80%+ US cotton; merchant/broker federation; contact for member directory,Contact members for quotes,ACSA,https://acsa-cotton.org/
Supima,Phoenix,AZ,https://supima.com/,https://supima.com/,https://supima.com/,602-792-6002,info@supima.com,association,American Pima cotton; licensing; 500+ licensed manufacturers,Contact for quote,Supima,https://supima.com/
The Seam,Memphis,TN,https://www.theseam.com/,https://www.theseam.com/,https://ww2.theseam.com/contact-us/,877-280-3413,info@theseam.com,platform,"Direct grower-to-buyer marketplace; cash marketing, forward contracts, pool participation; ACSA associate",Contact for quote,The Seam,https://www.theseam.com/
Trust Protocol,,,https://trustuscotton.org/,https://trustuscotton.org/,https://trustuscotton.org/,,info@trustuscotton.org,association,"1,512 growers enrolled; sustainability verification; member portal; no public list",Contact for quote,Trust Protocol,https://trustuscotton.org/
COTTON USA Supplier Directory,,,https://www.cottonusa.org/suppliers,https://www.cottonusa.org/suppliers,https://www.cottonusa.org/suppliers,,,association,Searchable directory by location and licensee type; filter by US for domestic suppliers,Contact for quote,COTTON USA,https://www.cottonusa.org/suppliers
Cotton Warehouse Association of America (CWAA),,,https://www.cottonwarehouse.org/,https://www.cottonwarehouse.org/,https://www.cottonwarehouse.org/,806-577-7193,,association,Warehouse members; no public list; contact for member directory,Contact for quote,CWAA,https://www.cottonwarehouse.org/
