name,city,state,url,website,buy_link,phone,email,type,notes,products,production,source,source_url,prices
Underhill Fibers -Jenny Smith,,ME,http://www.underhillfibers.com/,http://www.underhillfibers.com/,http://www.underhillfibers.com/,,,wool_mill,Wool and Fiber Arts: ME,Wool; Yarn; Roving,,Wool and Fiber Arts,https://woolandfiberarts.com/pages/us-mill-directory,Contact for quote
Twisted Fiber Spinnery,,MA,http://www.twistedfiberspinnery.com/,http://www.twistedfiberspinnery.com/,http://www.twistedfiberspinnery.com/,,,wool_mill,Wool and Fiber Arts: MA,Fiber processing,,Wool and Fiber Arts,https://woolandfiberarts.com/pages/us-mill-directory,Contact for quote
Alpaca Fleece Mill,,MI,https://alpacafleecemill.com/home,https://alpacafleecemill.com/home,https://alpacafleecemill.com/home,,,wool_mill,Wool and Fiber Arts: MI,Fiber processing,,Wool and Fiber Arts,https://woolandfiberarts.com/pages/us-mill-directory,Contact for quote
Grand Alpaca Company Farm & Fiber Mill,,MI,http://www.grandalpaca.com/,http://www.grandalpaca.com/,http://www.grandalpaca.com/,,,wool_mill,Wool and Fiber Arts: MI,Fiber processing,,Wool and Fiber Arts,https://woolandfiberarts.com/pages/us-mill-directory,Contact for quote
Hoof to Hanger,,MI,https://www.hooftohanger.com/,https://www.hooftohanger.com/,https://www.hooftohanger.com/,,,wool_mill,Wool and Fiber Arts: MI,Fiber processing,,Wool and Fiber Arts,https://woolandfiberarts.com/pages/us-mill-directory,Contact for quote
Stonehenge Fiber Mill,,MI,https://www.stonehedgefibermill.com/processing-services/carding/,https://www.stonehedgefibermill.com/processing-services/carding/,https://www.stonehedgefibermill.com/processing-services/carding/,,,wool_mill,Wool and Fiber Arts: MI,Wool; Roving,,Wool and Fiber Arts,https://woolandfiberarts.com/pages/us-mill-directory,Contact for quote
"Windy Acres Fiber Mill, LLC",,MI,http://www.windyacresfibermill.com/,http://www.windyacresfibermill.com/,http://www.windyacresfibermill.com/,,,wool_mill,Wool and Fiber Arts: MI,Wool; Yarn; Roving,,Wool and Fiber Arts,https://woolandfiberarts.com/pages/us-mill-directory,Contact for quote
Zeilinger Wool Company,,MI,http://www.zwool.com/,http://www.zwool.com/,http://www.zwool.com/,,,wool_mill,Wool and Fiber Arts: MI,Wool; Yarn; Roving,,Wool and Fiber Arts,https://woolandfiberarts.com/pages/us-mill-directory,Contact for quote
Beautiful World Mn,,MN,http://www.beautifulworldmn.com/,http://www.beautifulworldmn.com/,http://www.beautifulworldmn.com/,,,wool_mill,Wool and Fiber Arts: MN,Wool; Roving,,Wool and Fiber Arts,https://woolandfiberarts.com/pages/us-mill-directory,Contact for quote
Get Bentz Farm,,MN,https://getbentzfarm.com/home,https://getbentzfarm.com/home,https://getbentzfarm.com/home,,,wool_mill,Wool and Fiber Arts: MN,Yarn; Roving,,Wool and Fiber Arts,https://woolandfiberarts.com/pages/us-mill-directory,Contact for quote
Grumpelstilskin's Fiber Mill,,MN,https://grumpelstiltskinsfibermill.com/,https://grumpelstiltskinsfibermill.com/,https://grumpelstiltskinsfibermill.com/,,,wool_mill,Wool and Fiber Arts: MN,Yarn; Roving,,Wool and Fiber Arts,https://woolandfiberarts.com/pages/us-mill-directory,Contact for quote
Ranch Al-paca Fiber Processing,,MN,http://www.rachalpacafiber.com/,http://www.rachalpacafiber.com/,http://www.rachalpacafiber.com/,,,wool_mill,Wool and Fiber Arts: MN,Fiber processing,,Wool and Fiber Arts,https://woolandfiberarts.com/pages/us-mill-directory,Contact for quote
The Fiber Mill,,NE,http://www.thefibermill.com/,http://www.thefibermill.com/,http://www.thefibermill.com/,,,wool_mill,Wool and Fiber Arts: NE,Wool; Yarn; Roving,,Wool and Fiber Arts,https://woolandfiberarts.com/pages/us-mill-directory,Contact for quote
Sallie's Fen FIber Mill,,NH,http://www.sfalpacas.com/,http://www.sfalpacas.com/,http://www.sfalpacas.com/,,,wool_mill,Wool and Fiber Arts: NH,Wool; Yarn; Roving,,Wool and Fiber Arts,https://woolandfiberarts.com/pages/us-mill-directory,Contact for quote
Autumn Mist Alpaca Mill,,NY,http://autumnmistalpacafarm.com/,http://autumnmistalpacafarm.com/,http://autumnmistalpacafarm.com/,,,wool_mill,Wool and Fiber Arts: NY,Yarn; Roving,,Wool and Fiber Arts,https://woolandfiberarts.com/pages/us-mill-directory,Contact for quote
Battenkill Fiber Mill,,NY,https://battenkillfibers.com/,https://battenkillfibers.com/,https://battenkillfibers.com/,,,wool_mill,Wool and Fiber Arts: NY,Fiber processing,,Wool and Fiber Arts,https://woolandfiberarts.com/pages/us-mill-directory,Contact for quote
Nobletown Fiber Works,,NY,https://nobletownfiberworks.com/,https://nobletownfiberworks.com/,https://nobletownfiberworks.com/,,,wool_mill,Wool and Fiber Arts: NY,Yarn; Roving,,Wool and Fiber Arts,https://woolandfiberarts.com/pages/us-mill-directory,Contact for quote
Shepherd’s Gate Fiber Mill,,NC,http://shepherdsgatefibermill.com/,http://shepherdsgatefibermill.com/,http://shepherdsgatefibermill.com/,,,wool_mill,Wool and Fiber Arts: NC,Wool; Yarn; Roving,,Wool and Fiber Arts,https://woolandfiberarts.com/pages/us-mill-directory,Contact for quote
Dakota Fiber Mill,,ND,https://www.nomeschoolhouse.com/,https://www.nomeschoolhouse.com/,https://www.nomeschoolhouse.com/,,,wool_mill,Wool and Fiber Arts: ND,Wool; Yarn; Roving,,Wool and Fiber Arts,https://woolandfiberarts.com/pages/us-mill-directory,Contact for quote
Yarn Factory LLC,,ND,http://yarnfactoryllc.com/,http://yarnfactoryllc.com/,http://yarnfactoryllc.com/,,,wool_mill,Wool and Fiber Arts: ND,Wool; Yarn; Roving,,Wool and Fiber Arts,https://woolandfiberarts.com/pages/us-mill-directory,Contact for quote
America's Natural Fiberworks,,OH,https://www.americasnaturalfiberworks.com/,https://www.americasnaturalfiberworks.com/,https://www.americasnaturalfiberworks.com/,,,wool_mill,Wool and Fiber Arts: OH,Fiber processing,,Wool and Fiber Arts,https://woolandfiberarts.com/pages/us-mill-directory,Contact for quote
Prospect Specialty Fiber Mill LLC,,OH,http://www.prospectspecialtyfibermill.com/,http://www.prospectspecialtyfibermill.com/,http://www.prospectspecialtyfibermill.com/,,,wool_mill,Wool and Fiber Arts: OH,Wool; Yarn; Roving,,Wool and Fiber Arts,https://woolandfiberarts.com/pages/us-mill-directory,Contact for quote
Oklahoma Mini Mill,,OK,http://www.oklahomaminimill.com/,http://www.oklahomaminimill.com/,http://www.oklahomaminimill.com/,,,wool_mill,Wool and Fiber Arts: OK,Wool; Roving,,Wool and Fiber Arts,https://woolandfiberarts.com/pages/us-mill-directory,Contact for quote
Roger Family Farm & Fiber Mill,,OR,http://www.rodgerfamilyfarm.com/,http://www.rodgerfamilyfarm.com/,http://www.rodgerfamilyfarm.com/,,,wool_mill,Wool and Fiber Arts: OR,Fiber processing,,Wool and Fiber Arts,https://woolandfiberarts.com/pages/us-mill-directory,Contact for quote
Blue Mountain Farms,,PA,http://bluemountainfarms.net/,http://bluemountainfarms.net/,http://bluemountainfarms.net/,,,wool_mill,Wool and Fiber Arts: PA,Wool; Yarn; Roving,,Wool and Fiber Arts,https://woolandfiberarts.com/pages/us-mill-directory,Contact for quote
Gurdy Run Woolen Mill,,PA,https://www.gurdyrun.com/,https://www.gurdyrun.com/,https://www.gurdyrun.com/,,,wool_mill,Wool and Fiber Arts: PA,Wool; Yarn; Roving,,Wool and Fiber Arts,https://woolandfiberarts.com/pages/us-mill-directory,Contact for quote
Lazy Meadows Alpacas Mill & Shop,,PA,https://www.lazymeadowsalpacas.com/,https://www.lazymeadowsalpacas.com/,https://www.lazymeadowsalpacas.com/,,,wool_mill,Wool and Fiber Arts: PA,Wool; Yarn; Roving,,Wool and Fiber Arts,https://woolandfiberarts.com/pages/us-mill-directory,Contact for quote
Sterling Wool Mill,,PA,http://www.sterlingwoolmill.com/,http://www.sterlingwoolmill.com/,http://www.sterlingwoolmill.com/,,,wool_mill,Wool and Fiber Arts: PA,Wool; Yarn; Roving,,Wool and Fiber Arts,https://woolandfiberarts.com/pages/us-mill-directory,Contact for quote
"J&E Homestead, LLC",,SC,http://www.je-homestead.com/,http://www.je-homestead.com/,http://www.je-homestead.com/,,,wool_mill,Wool and Fiber Arts: SC,Wool; Yarn; Roving,,Wool and Fiber Arts,https://woolandfiberarts.com/pages/us-mill-directory,Contact for quote
Makers Way Fiber Mill,,SD,http://www.makerswayfibermill.com/,http://www.makerswayfibermill.com/,http://www.makerswayfibermill.com/,,,wool_mill,Wool and Fiber Arts: SD,Fiber processing,,Wool and Fiber Arts,https://woolandfiberarts.com/pages/us-mill-directory,Contact for quote
Mesa Trail Alpacas,,TN,http://www.mesatrailalpacas.com/,http://www.mesatrailalpacas.com/,http://www.mesatrailalpacas.com/,,,wool_mill,Wool and Fiber Arts: TN,Wool; Yarn; Roving,,Wool and Fiber Arts,https://woolandfiberarts.com/pages/us-mill-directory,Contact for quote
Independence Wool & Mohair,,TX,https://independencewool.com/,https://independencewool.com/,https://independencewool.com/,,,wool_mill,Wool and Fiber Arts: TX,Wool; Yarn; Roving,,Wool and Fiber Arts,https://woolandfiberarts.com/pages/us-mill-directory,Contact for quote
Wandering Gypsy Fiber Mill,,TX,https://www.facebook.com/profile.php?id=100087370604304,https://www.facebook.com/profile.php?id=100087370604304,https://www.facebook.com/profile.php?id=100087370604304,,,wool_mill,Wool and Fiber Arts: TX,Wool; Roving,,Wool and Fiber Arts,https://woolandfiberarts.com/pages/us-mill-directory,Contact for quote
Winterstrom Ranch Fiber Mill,,TX,http://www.winterstromranch.com/,http://www.winterstromranch.com/,http://www.winterstromranch.com/,,,wool_mill,Wool and Fiber Arts: TX,Yarn; Roving,,Wool and Fiber Arts,https://woolandfiberarts.com/pages/us-mill-directory,Contact for quote
Junction Fiber Mill,,VT,https://thewoollythistle.com/collections/junction-fiber-mill,https://thewoollythistle.com/collections/junction-fiber-mill,https://thewoollythistle.com/collections/junction-fiber-mill,,,wool_mill,Wool and Fiber Arts: VT,Wool; Yarn; Roving,,Wool and Fiber Arts,https://woolandfiberarts.com/pages/us-mill-directory,Contact for quote
Kingdom Fleece & Fiberworks,,VT,http://www.kingdomfleeceandfiberworks.net/,http://www.kingdomfleeceandfiberworks.net/,http://www.kingdomfleeceandfiberworks.net/,,,wool_mill,Wool and Fiber Arts: VT,Fiber processing,,Wool and Fiber Arts,https://woolandfiberarts.com/pages/us-mill-directory,Contact for quote
Abundant Earth Fiber,,WA,https://abundantearthfiber.com/,https://abundantearthfiber.com/,https://abundantearthfiber.com/,,,wool_mill,Wool and Fiber Arts: WA,Wool; Yarn; Roving,,Wool and Fiber Arts,https://woolandfiberarts.com/pages/us-mill-directory,Contact for quote
Dawns Custom Carding,,WA,http://www.dawns-custom-carding.com/,http://www.dawns-custom-carding.com/,http://www.dawns-custom-carding.com/,,,wool_mill,Wool and Fiber Arts: WA,Fiber processing,,Wool and Fiber Arts,https://woolandfiberarts.com/pages/us-mill-directory,Contact for quote
Evergreen Fleece Processing,,WA,http://www.evergreenfleeceprocessing.com/,http://www.evergreenfleeceprocessing.com/,http://www.evergreenfleeceprocessing.com/,,,wool_mill,Wool and Fiber Arts: WA,Fiber processing,,Wool and Fiber Arts,https://woolandfiberarts.com/pages/us-mill-directory,Contact for quote
ME2 Custom Fiber Processing FARM,,WA,http://me2farm.com/,http://me2farm.com/,http://me2farm.com/,,,wool_mill,Wool and Fiber Arts: WA,Wool; Roving,,Wool and Fiber Arts,https://woolandfiberarts.com/pages/us-mill-directory,Contact for quote
Ohana Fiber Mill,,WA,http://ohanafibermill.com/,http://ohanafibermill.com/,http://ohanafibermill.com/,,,wool_mill,Wool and Fiber Arts: WA,Wool; Yarn; Roving,,Wool and Fiber Arts,https://woolandfiberarts.com/pages/us-mill-directory,Contact for quote
Olympic Yarn and Fiber Mill,,WA,https://www.olympicyarnandfiber.com/,https://www.olympicyarnandfiber.com/,https://www.olympicyarnandfiber.com/,,,wool_mill,Wool and Fiber Arts: WA,Wool; Yarn,,Wool and Fiber Arts,https://woolandfiberarts.com/pages/us-mill-directory,Contact for quote
Skagit Woolen Works,,WA,http://skagitwoolen.com/,http://skagitwoolen.com/,http://skagitwoolen.com/,,,wool_mill,Wool and Fiber Arts: WA,Wool; Yarn; Roving,,Wool and Fiber Arts,https://woolandfiberarts.com/pages/us-mill-directory,Contact for quote
Soundview Fiber Mill,,WA,https://soundviewfibermill.com/,https://soundviewfibermill.com/,https://soundviewfibermill.com/,,,wool_mill,Wool and Fiber Arts: WA,Wool; Yarn; Roving,,Wool and Fiber Arts,https://woolandfiberarts.com/pages/us-mill-directory,Contact for quote
Tahoma Vista Fiber Mill,,WA,https://www.tahomavistafibermill.com/,https://www.tahomavistafibermill.com/,https://www.tahomavistafibermill.com/,,,wool_mill,Wool and Fiber Arts: WA,Wool; Yarn; Roving,,Wool and Fiber Arts,https://woolandfiberarts.com/pages/us-mill-directory,Contact for quote
Head Spring Fiber Mill,,WV,http://www.headspringfibermill.com/,http://www.headspringfibermill.com/,http://www.headspringfibermill.com/,,,wool_mill,Wool and Fiber Arts: WV,Wool; Yarn; Roving,,Wool and Fiber Arts,https://woolandfiberarts.com/pages/us-mill-directory,Contact for quote
Blackberry Ridge Woolen Mill,,WI,http://www.blackberry-ridge.com/,http://www.blackberry-ridge.com/,http://www.blackberry-ridge.com/,,,wool_mill,Wool and Fiber Arts: WI,Fiber processing,,Wool and Fiber Arts,https://woolandfiberarts.com/pages/us-mill-directory,Contact for quote
Courtney Woolen Mill,,WI,http://www.courtneywoolenmill.com/,http://www.courtneywoolenmill.com/,http://www.courtneywoolenmill.com/,,,wool_mill,Wool and Fiber Arts: WI,Fiber processing,,Wool and Fiber Arts,https://woolandfiberarts.com/pages/us-mill-directory,Contact for quote
Ewetopia Fiber,,WI,https://www.ewetopiafibershop.com/fiber-mill,https://www.ewetopiafibershop.com/fiber-mill,https://www.ewetopiafibershop.com/fiber-mill,,,wool_mill,Wool and Fiber Arts: WI,Wool; Yarn; Roving,,Wool and Fiber Arts,https://woolandfiberarts.com/pages/us-mill-directory,Contact for quote
Kurth Valley Fiber Mill,,WI,http://kurthvalleyfibermill.com/,http://kurthvalleyfibermill.com/,http://kurthvalleyfibermill.com/,,,wool_mill,Wool and Fiber Arts: WI,Wool,,Wool and Fiber Arts,https://woolandfiberarts.com/pages/us-mill-directory,Contact for quote
Shear Wool Fiber Mill LLC,,WI,http://shearwool.com/,http://shearwool.com/,http://shearwool.com/,,,wool_mill,Wool and Fiber Arts: WI,Wool; Roving,,Wool and Fiber Arts,https://woolandfiberarts.com/pages/us-mill-directory,Contact for quote
Hidden Valley Farm and Woolen Mill,,WI,https://hiddenvalleyfarmwoolenmill.com/,https://hiddenvalleyfarmwoolenmill.com/,https://hiddenvalleyfarmwoolenmill.com/,,,wool_mill,Wool and Fiber Arts: WI,Wool; Roving,,Wool and Fiber Arts,https://woolandfiberarts.com/pages/us-mill-directory,Contact for quote
