name,city,state,url,website,buy_link,phone,email,type,raising,notes,products,production,source,source_url,prices
REP Provisions,Bixby,OK,https://repprovisions.com/,https://repprovisions.com/,https://repprovisions.com/products/rep-regenerative-beef-suet,,Kim@repprovisions.com,veal_retailer,pasture_raised,Regenerative grass-fed beef suet (kidney fat); 2lb $22.95 ($20.66 subscribe); free ship $175+ meat orders; 2-3 day UPS/FedEx; ships M-W; safe arrival guarantee; 48 continental US states,Veal cuts; bones; online retail,Regenerative sourced; Bixby OK,web,https://repprovisions.com/,Suet 2lb $22.95; subscribe 10% off; free ship $175+
Tyner Pond Farm,Greenfield,IN,https://tynerpondfarm.com/,https://tynerpondfarm.com/,https://tynerpondfarm.com/products/beef-suet,317-477-7940,amber@farmersmarket.com,veal_retailer,pasture_raised,100% grass-fed pasture-raised beef suet; ~2lb $30; cattle rotated daily on pasture; never grain-fed; no antibiotics/hormones; free local delivery $63+ Indianapolis area; Greenfield IN,No Antibiotics,Family farm; Greenfield IN,web,https://tynerpondfarm.com/,Suet ~2lb $30; free local delivery $63+
1915 Farm,Meyersville,TX,https://1915farm.com/,https://1915farm.com/,https://1915farm.com/products/grassfed-beef-cooking-tallow,361-333-5295,1915farm@1915farm.com,veal_retailer,pasture_raised,Grass-fed cooking tallow rendered from suet; 10oz glass jar $9.99; also raw suet ~1.5lb $9.99; hand-rendered small batch; ships nationwide UPS M-Tu on dry ice; ship from $29.99 TX; no hormones/antibiotics,No Hormones,Family farm; Meyersville TX,web,https://1915farm.com/,Tallow 10oz $9.99; raw suet 1.5lb $9.99; ship from $29.99
Svec Farm,Estelline,SD,https://www.svecfarm.com/,https://www.svecfarm.com/,https://www.svecfarm.com/product/beef-suet/,605-873-4770,info@svecfarm.com,veal_retailer,pasture_raised,"CHEAPEST BONES: 5th generation farm; heritage Belted Galloway cattle; grass-finished; bulk bones 33lb box $33 (~$1/lb!!!); suet ~3.5lb $19.60 (reg $28); no corn/soy/grain/antibiotics/GMO/hormones; pickup only: on-farm Estelline, Brookings, Sioux Falls SD; does not ship",Veal cuts; bones; online retail,5th generation; Estelline SD,web,https://www.svecfarm.com/,BONES 33lb $33 (~$1/lb); Suet 3.5lb $19.60 (sale); pickup only SD
Apsey Farms,,MI,https://apseyfarms.com/,https://apseyfarms.com/,https://apseyfarms.com/products/beef-suet,,,veal_retailer,pasture_raised,"100% grass-fed beef suet; regeneratively raised; ships continental US $99 min order; local delivery Grand Rapids MI area; also beef, pork, chicken, eggs",Veal cuts; bones; online retail,Regenerative farm; Grand Rapids MI area,web,https://apseyfarms.com/,Grass-fed suet; $99 min order; ships continental US
Rowe Family Farms,Cleveland,TN,https://rowefarmstn.com/,https://rowefarmstn.com/,https://rowefarmstn.com/products/grass-fed-beef-fat,423-650-2891,rowefarmstn@gmail.com,veal_retailer,pasture_raised,"Grass-fed beef kidney fat (suet); 1-1.5lb $7.50, 1.5-2lb $10, 2.1-2.5lb $12.50, 2.5-3lb $15; free local delivery $45+; nationwide shipping; also half/whole beef; Cleveland TN",Veal cuts; bones; online retail,Family farm; Cleveland TN,web,https://rowefarmstn.com/,Suet 1-1.5lb $7.50; 2.5-3lb $15; free local $45+
Tussock Sedge Farm,Perkasie,PA,https://tussocksedgefarm.com/,https://tussocksedgefarm.com/,https://tussocksedgefarm.com/store/product/beef-fat-suet,267-450-4024,info@tussocksedgefarm.com,veal_retailer,pasture_raised,100% grass-fed Red Angus; beef suet $6.99/lb (~5lb avg); raised nearly 3 years on pasture; no grain/chemicals/hormones/vaccines/antibiotics; dry-aged; on-farm pickup only M-Sa 8-6; Perkasie PA,Veal cuts; bones; online retail,Family farm; Perkasie PA,web,https://tussocksedgefarm.com/,Suet $6.99/lb (~5lb avg); on-farm pickup only
Primal Pastures,Murrieta,CA,https://primalpastures.com/,https://primalpastures.com/,https://primalpastures.com/products/beef-suet,,info@primalpastures.com,veal_retailer,pasture_raised,"Grass-fed grass-finished beef suet 2lb $16; Northern CA + AZ ranches; no antibiotics/hormones; ships nationwide M-W (M-Thu western states); 25391 Washington Ave Murrieta CA; W/F 9-3, Sa 9-12",No Antibiotics,Multi-ranch sourced; Murrieta CA,web,https://primalpastures.com/,Suet 2lb $16; ships nationwide
US Wellness Meats,Canton,MO,https://grasslandbeef.com/,https://grasslandbeef.com/,https://grasslandbeef.com/collections/tallow-marrow-broth,877-383-0051,eathealthy@grasslandbeef.com,veal_retailer,pasture_raised,"Major grass-fed online retailer; tallow 1.7lb $17.46, 1gal $101, 5gal $202; suet 5lb $38.52; marrow bones 1lb $11.28, 1.75lb $19.29, canoe-cut 5lb $79.95; knuckle bones 8oz $10.66; free ship 15lb+; M-F 8:30-4:30 CST",Marrow Bones,Major online retailer; Canton MO,web,https://grasslandbeef.com/,Suet 5lb $38.52; tallow 1.7lb $17.46; marrow 1lb $11.28; free ship 15lb+
Porter Road,Nashville,TN,https://porterroad.com/,https://porterroad.com/,https://porterroad.com/products/beef-bones,855-877-8202,,veal_retailer,pasture_raised,"Nashville butcher + online; pasture-raised beef bones ~$6/lb, marrow bones $15/lb, beef tallow 32oz; renders tallow in-house; no antibiotics/hormones; butcher shop Tu-Sa 11-6; 501 Gallatin Ave Nashville; flat-rate ship $125+",No Antibiotics; Marrow Bones,Nashville butcher shop + online,web,https://porterroad.com/,Bones ~$6/lb; marrow $15/lb; tallow 32oz; flat ship $125+
Homeplace Pastures,Como,MS,https://homeplacepastures.com/,https://homeplacepastures.com/,https://homeplacepastures.com/products/grass-fed-beef-marrow-bones-new,662-426-6191,info@homeplacepastures.com,veal_retailer,pasture_raised,Grass-fed marrow bones 3lb $14 (~$4.67/lb); center-cut with exposed marrow; free ship $250+ UPS Ground; $15 flat $150+; on-farm pickup available; 1630 Home Place Rd Como MS,Marrow Bones,Family farm; Como MS,web,https://homeplacepastures.com/,Marrow bones 3lb $14 ($4.67/lb); free ship $250+
Sweet Mercy Farms,Albuquerque,NM,https://www.sweetmercyfarms.com/,https://www.sweetmercyfarms.com/,https://www.sweetmercyfarms.com/grassfed-beef-cuts/beef-marrow-bones,,,veal_retailer,pasture_raised,Grass-fed marrow bones $9/lb; marrow-only (roasting) or marrow+knuckle (broth); 1-4.5lb packs; farm pickup M-F 8-5; local Albuquerque $5 delivery; metro $10; ground ship select SW states; 6991 Jensen Dr SW Albuquerque,Marrow Bones,Family farm; Albuquerque NM,web,https://www.sweetmercyfarms.com/,Marrow bones $9/lb; local delivery $5-$10
Silo Springs Ranch,Culloden,GA,https://www.silospringsranch.com/,https://www.silospringsranch.com/,https://www.silospringsranch.com/store/p/beef-marrow-bones,678-852-9880,,veal_retailer,pasture_raised,Grass-fed grass-finished marrow bones ~1.5lb $10 ($6.67/lb); USDA certified; air-aged 14 days; processed 15 mi from ranch; general store + farmers markets; on Hwy 341 Culloden GA,Marrow Bones,Family ranch; Culloden GA,web,https://www.silospringsranch.com/,Marrow bones ~1.5lb $10 ($6.67/lb)
The Family Bee's-ness,Franklinton,NC,https://www.thefamilybeesness.com/,https://www.thefamilybeesness.com/,https://www.thefamilybeesness.com/store/p/beef-stew-meat-kktjk-nklzl,919-986-2592,,veal_retailer,pasture_raised,"Pasture-raised Black Angus; marrow bones 1.85lb $7 ($9/lb); regenerative ag, organic hay; weekday pickup 9-5 by appt, Sa 9-12 open farm; 354 Garner Rd Franklinton NC",Organic; Marrow Bones,Regenerative farm; Franklinton NC,web,https://www.thefamilybeesness.com/,Marrow bones 1.85lb $7 ($9/lb)
Oregon Valley Farm,Jefferson,OR,https://oregonvalleyfarm.com/,https://oregonvalleyfarm.com/,https://store.oregonvalleyfarm.com/product/beef-marrow-bones-portioned/,888-822-3848,,veal_retailer,pasture_raised,Grass-fed grass-finished marrow bones 24oz $19.99 ($13.32/lb); 2 bones/pack; also grain-finished option; Pacific NW farms; pickup Albany OR; $50 off first order $149+ code JOINUS50,Marrow Bones,PNW farm partners; Jefferson OR,web,https://oregonvalleyfarm.com/,Marrow bones 24oz $19.99 ($13.32/lb); $50 off first $149+
Elkins Cattle Co,Lampasas,TX,https://elkinscattleco.com/,https://elkinscattleco.com/,https://elkinscattleco.com/products/marrow-bones,,info@elkinscattleco.com,veal_retailer,pasture_raised,USDA Prime+ grass-fed Angus; marrow bones 4pk canoe-cut $16; dry-aged 15+ days; no hormones/steroids/mRNA; ships Mon 1-2 day UPS; Sunday noon CT cutoff; currently only available in beef boxes; Lampasas TX,No Hormones; Marrow Bones,Family ranch; Lampasas TX,web,https://elkinscattleco.com/,Marrow bones 4pk $16 (in beef boxes); dry-aged 15+ days
Casey Redtail Ranch,King City,CA,https://caseyredtailranch.com/,https://caseyredtailranch.com/,https://caseyredtailranch.com/products/grassfed-beef-marrow-bones-10-pounds,,rich@caseyredtailranch.com,veal_retailer,pasture_raised,Grassfed beef marrow bones 10lb vacuum-packed; 100% pasture-raised; no antibiotics/hormones; free ship CA; nationwide available; local pickup King City CA; processing 1 day-3 months seasonal,No Antibiotics; Marrow Bones,Family ranch; King City CA,web,https://caseyredtailranch.com/,Marrow bones 10lb pack; free ship CA; nationwide
Eel River Organic Beef,Hydesville,CA,https://eelriverorganicbeef.com/,https://eelriverorganicbeef.com/,https://eelriverorganicbeef.com/product/organic-grass-fed-beef-mixed-soup-broth-bones/,,,veal_retailer,pasture_raised,Certified organic grass-fed grass-finished; mixed soup/broth bones $18.99; marrow bones 3lb $15.11; knuckle+marrow mix; ships frozen dry ice nationwide; free ship ground $199+; wholesale via Tony's Fine Foods CA; M-F 9-4,Organic; Marrow Bones,Organic ranch; Humboldt County CA,web,https://eelriverorganicbeef.com/,Soup bones $18.99; marrow 3lb $15.11; free ship $199+
The Fat Lady,,WI,https://thefatladytallow.com/,https://thefatladytallow.com/,https://thefatladytallow.com/products/bulk-size-premium-grass-fed-beef-tallow-fat,,,veal_retailer,pasture_raised,"Premium grass-fed tallow from Wisconsin family farms; artisanal dry-rendered double-filtered; 60oz $59.99, 1gal $106.66; 3.5gal drums available; subscribe 5% off; free US ship $45+; USDA inspected; Etsy 4.9 stars 12.4k sales",Veal cuts; bones; online retail,WI family farm sourced; artisanal,web,https://thefatladytallow.com/,Tallow 60oz $59.99; 1gal $106.66; free ship $45+
EPIC Provisions,Austin,TX,https://epicprovisions.com/,https://epicprovisions.com/,https://epicprovisions.com/collections/animal-fats,,,veal_retailer,pasture_raised,"100% grass-fed beef tallow 11oz jar $13.89; Keto/Whole30 approved; gluten-free; also at Sprouts ($14.99), Lucky ($17.49), other retail; free ship $50+ direct; 10% subscription discount; major national brand",Veal cuts; bones; online retail,National brand; Austin TX,web,https://epicprovisions.com/,Tallow 11oz $13.89 direct; $14.99-$17.49 retail; free ship $50+
Essential Depot,,FL,https://www.essentialdepot.com/,https://www.essentialdepot.com/,https://www.essentialdepot.com/product/TALLOW-50LB-BOX.html,863-224-9555,,veal_wholesale,pasture_raised,"CHEAP BULK TALLOW: grass-fed beef tallow 50lb $164.74 ($3.29/lb, 50% off); food grade; free US shipping; not hydrogenated; non-GMO, USP compliant; no lactose/gluten/BSE; Greener Life Club additional 20% off; M-F 1-5pm; text Melanie for partner program",Wholesale veal; food service; bulk,Bulk supplier; FL,web,https://www.essentialdepot.com/,Tallow 50lb $164.74 ($3.29/lb); FREE US SHIP; 20% more off w/ club
Sulu Organics,,IL,https://www.suluorganics.com/,https://www.suluorganics.com/,https://www.suluorganics.com/products/wholesale-of-50-lbs-high-non-gmo-beef-tallow-food-grade,630-855-2190,support@thesulu.com,veal_wholesale,pasture_raised,"Grass-fed beef tallow; 4lb $34.99 ($8.75/lb), 7lb avail, 50lb $230 ($4.60/lb); USDA food-grade; pasture-raised US cows; no hormones/vaccines/antibiotics; non-GMO; 9mo shelf; free ship US $35+; 25% off $500+",No Hormones,Bulk supplier; IL,web,https://www.suluorganics.com/,Tallow 4lb $34.99; 50lb $230 ($4.60/lb); free ship $35+
Stryker Farm,,PA,https://www.strykerfarm.com/,https://www.strykerfarm.com/,https://www.strykerfarm.com/store/p106/GrassFedBeefSuet.html,484-750-4588,info@strykerfarm.com,veal_retailer,pasture_raised,"CHEAP SUET: grass-fed beef suet 20lb $84.99 ($4.25/lb), 40lb $119.99 ($3/lb); USDA inspected; free ship Eastern USA; Pocono Mountains PA; currently backordered; also tallow rendering",Veal cuts; bones; online retail,Family farm; Pocono Mountains PA,web,https://www.strykerfarm.com/,Suet 20lb $84.99 ($4.25/lb); 40lb $119.99 ($3/lb); free ship East
Rural Reverie,,,https://ruralreverie.com/,https://ruralreverie.com/,https://ruralreverie.com/products/beef-bones-2-75-lb,,,veal_retailer,pasture_raised,CHEAP BONES: grass-fed beef broth bones $3/lb; pasture-raised; no antibiotics/hormones; 5lb packs (often sold out); also whole/half beef orders,No Antibiotics,Family farm,web,https://ruralreverie.com/,Bones $3/lb (5lb packs); whole/half beef avail
JH Grass Fed,,AZ,https://jhgrassfed.com/,https://jhgrassfed.com/,https://jhgrassfed.com/product/beef-marrow-and-knuckle-bones-grass-fed-grass-finished/,,,veal_retailer,pasture_raised,Grass-fed grass-finished marrow+knuckle bones $4.50/lb (~5lb avg); soup/neck bones $6.54/lb; locally processed dry-aged; AZ Dept of Ag inspected; 45mi N of Cave Creek AZ; valley pickup or delivery; email for exact weight + pricing,Veal cuts; bones; online retail,Family ranch; north of Cave Creek AZ,web,https://jhgrassfed.com/,Marrow bones $4.50/lb; neck bones $6.54/lb
Pettit Pastures,Milaca,MN,https://www.pettitpastures.com/,https://www.pettitpastures.com/,https://www.pettitpastures.com/product/grass-fed-marrowbones/,320-293-3560,pettitpastures@gmail.com,veal_retailer,pasture_raised,Minnesota's finest grass-fed beef; marrow bones + knuckles; 9341 125th Ave Milaca MN; online shop + local; contact for pricing,Marrow Bones,Family farm; Milaca MN,web,https://www.pettitpastures.com/,Marrow bones; contact for pricing
Together Farms,Mondovi,WI,https://togetherfarms.com/,https://togetherfarms.com/,https://togetherfarms.com/store/grass-fed-beef/bones,715-210-4740,steph@togetherfarms.com,veal_retailer,pasture_raised,100% grass-fed grass-finished bones; Animal Welfare Approved butcher; organs+bones 10lb bundle $64 (was $100); flat $9 ship or free; farm pickup Mondovi WI; local delivery Buffalo/Chippewa/Eau Claire counties; overnight select states,Veal cuts; bones; online retail,Family farm; Mondovi WI,web,https://togetherfarms.com/,Organs+bones 10lb $64; flat $9 ship; free options
S Ranch Meats,,,https://sranchmeats.com/,https://sranchmeats.com/,https://sranchmeats.com/products/premium-ranch-raised-beef-suet-un-rendered-tallow-bulk-box,,,veal_retailer,pasture_raised,Ranch-raised beef suet bulk box; 25x 1lb packs $187.50 ($7.50/lb); ground for easy rendering; yields ~18-22lb tallow; free ship $175+,Veal cuts; bones; online retail,Ranch direct,web,https://sranchmeats.com/,Suet 25lb $187.50 ($7.50/lb); free ship $175+
Bolster Farm,Stratford,NY,https://bolsterfarm.grazecart.com/,https://bolsterfarm.grazecart.com/,https://bolsterfarm.grazecart.com/store/product/pork-bones,,,veal_retailer,pasture_raised,"ULTRA CHEAP BONES: grass-fed beef bones $1/lb (sale, reg $2-3/lb); ~4lb avg pkg; broth/soup/dog bones; no hormones; Stratford NY; online order via GrazeCart",No Hormones,Family farm; Stratford NY,web,https://bolsterfarm.grazecart.com/,Bones $1/lb (sale); reg $2-3/lb; ~4lb pkgs
Shady Grove Ranch,Jefferson,TX,https://shadygroveranch.grazecart.com/,https://shadygroveranch.net/,https://shadygroveranch.grazecart.com/store/beef/bones-broth,903-665-7076,,veal_retailer,pasture_raised,"CHEAP BONES: grass-fed soup bones $3.25/3-5lb pkg; meaty soup bones $6.50/2-3lb; custom harvest bones $1/lb bulk; farm store Th 2-5, Fr 10-3, Sa 10-1; pickup Longview/Marshall/Tyler/Shreveport; 559 Shady Grove Rd Jefferson TX",Veal cuts; bones; online retail,Family ranch; Jefferson TX,web,https://shadygroveranch.net/,Soup bones $3.25/pkg; meaty $6.50/pkg; bulk harvest $1/lb
Grove Ladder Farm,,FL,https://groveladderfarmllc.grazecart.com/,https://groveladderfarmllc.grazecart.com/,https://groveladderfarmllc.grazecart.com/store/broth-bones/bones,,,veal_retailer,pasture_raised,"100% grass-fed grass-finished Florida Cracker beef; bones single $7/lb, 2-pack $5.50/lb, 3-pack $4/lb; neck bones $7/lb; split marrow $9/lb; ships within FL; local pickup; regenerative",Veal cuts; bones; online retail,Family farm; FL,web,https://groveladderfarmllc.grazecart.com/,"Bones $7/lb single, $5.50 2-pk, $4/lb 3-pk; neck $7; marrow $9"
Circle J Meat,Houston,TX,https://circlejmeat.com/,https://circlejmeat.com/,https://circlejmeat.com/products/grass-fed-beef-bones,979-399-7362,,veal_retailer,pasture_raised,CHEAP BONES $3/lb: 100% grass-fed grass-finished beef bones 5lb bag $15 ($3/lb); various lengths; some w/ meat attached; no grain/antibiotics/GMO/hormones; meethouse 1521 Antoine Dr Houston TX; GrazeCart orders; pickup locations in TX,Veal cuts; bones; online retail,Family farm; Houston TX,web,https://circlejmeat.com/,Bones 5lb bag $15 ($3/lb)
Livengood Family Farm,Lancaster,PA,https://livengoodfamilyfarm.com/,https://livengoodfamilyfarm.com/,https://livengoodfamilyfarm.com/store/product/beef-bag-of-bones,717-327-6817,,veal_retailer,pasture_raised,VERY CHEAP BONES: 100% grass-fed grass-finished; bag of bones 10lb $2.45/lb; marrow bones $6.50/lb; born+raised on farm; 1648 Morningside Dr Lancaster PA 17602; farm pickup + Clark Park Farmers Market,Marrow Bones,Family farm; Lancaster PA,web,https://livengoodfamilyfarm.com/,Bag of bones 10lb avg $2.45/lb; marrow $6.50/lb
Chandler Pond Farm,Wheelock,VT,https://www.chandlerpondfarm.com/,https://www.chandlerpondfarm.com/,https://www.chandlerpondfarm.com/shop/beef-suet-for-tallow,,,veal_retailer,pasture_raised,CHEAPEST SUET: grass-fed grain-free suet from $4/pkg (under 1lb up to 4lb sizes); perfect for rendering tallow; USDA inspected; dry-aged 14+ days; 528 Burroughs Rd Wheelock VT 05851; farmstand open daily 8am-8pm; online + pickup,Veal cuts; bones; online retail,Family farm; Wheelock VT,web,https://www.chandlerpondfarm.com/,Suet from $4/pkg (various sizes); farmstand pickup
Rangeland Revival,Wilton,IA,https://rangelandrevival.com/,https://rangelandrevival.com/,https://rangelandrevival.com/store/beef/bones,563-299-7934,Jr@rangelandrevival.com,veal_retailer,pasture_raised,"100% grass-fed pasture-raised; soup bones $6/lb (sale, reg $8.95/lb); oxtail $9.49/lb; no antibiotics; 1930 Rose Ave Wilton IA 52778; online + delivery + pickup",No Antibiotics,Family ranch; Wilton IA,web,https://rangelandrevival.com/,Soup bones $6/lb (sale); oxtail $9.49/lb
Meat and Cheese Head,,,https://meatandcheesehead.com/,https://meatandcheesehead.com/,https://meatandcheesehead.com/products/beef-tallow-50-lbs-bulk-food-grade-100-beef-tallow,,,veal_wholesale,pasture_raised,CHEAPEST TALLOW FOUND: 50lb bulk beef tallow $135 ($2.70/lb!!!); 100% pure; food grade; cooking/baking/skincare; free US shipping,Wholesale veal; food service; bulk,Bulk supplier,web,https://meatandcheesehead.com/,Tallow 50lb $135 ($2.70/lb); FREE US SHIP
Thousand Hills Lifetime Grazed,Becker,MN,https://thousandhillslifetimegrazed.com/,https://thousandhillslifetimegrazed.com/,https://thousandhillslifetimegrazed.com/product/bulk-beef-tallow/,877-854-8422,info@thousandhillsgrassfed.com,veal_wholesale,pasture_raised,CHEAP TALLOW + SUET: 100% grass-fed AGA certified; bulk tallow case (4x 8lb) from $49.99; suet case (4x 0.75lb) $14.99-$17.49; regenerative; 12925 Prosperity Ave Becker MN; free ship $249+,Wholesale veal; food service; bulk,Major grass-fed brand; Becker MN,web,https://thousandhillslifetimegrazed.com/,Tallow case 32lb from $49.99 (~$1.56/lb); suet case $14.99; free ship $249+
Graze Cattle Company,Eaton,CO,https://grazecattlecompany.com/,https://grazecattlecompany.com/,https://grazecattlecompany.com/products/beef-soup-bones-1lb,,,veal_retailer,pasture_raised,CHEAP BONES: grass-fed grass-finished Black Angus soup bones $2.99/lb (sale from $3.99); 2 bones/pkg w/ marrow+collagen; no hormones/antibiotics; free local delivery 25mi on $100+; Eaton CO; often sold out,No Hormones,Family ranch; Eaton CO,web,https://grazecattlecompany.com/,Soup bones $2.99/lb (sale); free local $100+
Grassway Organics,East Troy,WI,https://grasswayorganics.grazecart.com/,https://www.grasswayorganics.com/,https://grasswayorganics.next.grazecart.com/store/product/beef-soup-bones,920-894-4201,webstore@grasswayorganics.com,veal_retailer,pasture_raised,CHEAP BONES: 100% grass-fed beef stock bones $2.99/lb (sale from $4.19); ~3lb avg; W2716 Friemoth Rd East Troy WI 53120; farm store T-Sa 10-6; online + multiple WI pickup locations + home delivery,Veal cuts; bones; online retail,Family farm; East Troy WI,web,https://www.grasswayorganics.com/,Stock bones $2.99/lb (sale); farm store + delivery
Autumn's Harvest Farm,Romulus,NY,https://autumnsharvestfarmpasturedmeats.com/,https://autumnsharvestfarmpasturedmeats.com/,https://autumnsharvestfarmpasturedmeats.com/store/grass-fed-beef/bones,315-400-0802,info@autumnsharvestfarmpasturedmeats.com,veal_retailer,pasture_raised,AWA certified grass-fed; bones+organs; 5170 Kings Corners Rd Romulus NY 14541; free ship $149+; 5% subscribe+save; local delivery free $75+,Veal cuts; bones; online retail,Family farm; Romulus NY (Finger Lakes),web,https://autumnsharvestfarmpasturedmeats.com/,Bones avail; free ship $149+; 5% subscribe discount
American Veal Association (AVA),,,https://www.americanveal.com/,https://www.americanveal.com/,https://www.americanveal.com/,,,association,,"Founded 1984; member-driven; advocates for milk-fed veal quality, innovation, collaboration; Veal Quality Assurance (VQA) program; Five Domains of Animal Welfare standards; group housing, no tethering",Industry directory; standards; advocacy,Est. 1984,web,https://www.americanveal.com/,Contact for pricing
