name,city,state,url,website,buy_link,phone,email,type,notes,prices,source,source_url
C-Spray Painting Fiberglass,Wilmington,NC,https://textileconnect.com/directory/c-spray-painting-fiberglass/,https://textileconnect.com/directory/c-spray-painting-fiberglass/,https://textileconnect.com/directory/c-spray-painting-fiberglass/,,,manufacturer,Textile Connect: apparel-and-product-manufacturing,Contact for quote,Textile Connect,https://textileconnect.com/directory/
C-Worthy Corp.,Pompano Beach,FL,https://textileconnect.com/directory/c-worthy-corp/,https://textileconnect.com/directory/c-worthy-corp/,https://textileconnect.com/directory/c-worthy-corp/,,,manufacturer,Textile Connect: apparel-and-product-manufacturing,Contact for quote,Textile Connect,https://textileconnect.com/directory/
C.E. King & Sons Inc.,East Hampton,NY,https://textileconnect.com/directory/c-e-king-sons-inc/,https://textileconnect.com/directory/c-e-king-sons-inc/,https://textileconnect.com/directory/c-e-king-sons-inc/,,,manufacturer,Textile Connect: apparel-and-product-manufacturing,Contact for quote,Textile Connect,https://textileconnect.com/directory/
C.S. Osborne & Co.,Harrison,NJ,https://textileconnect.com/directory/c-s-osborne-co/,https://textileconnect.com/directory/c-s-osborne-co/,https://textileconnect.com/directory/c-s-osborne-co/,,,manufacturer,Textile Connect: apparel-and-product-manufacturing,Contact for quote,Textile Connect,https://textileconnect.com/directory/
C & H Intl Corp,Statesville,NC,https://textileconnect.com/directory/c-h-intl-corp/,https://textileconnect.com/directory/c-h-intl-corp/,https://textileconnect.com/directory/c-h-intl-corp/,,,manufacturer,Textile Connect: apparel-and-product-manufacturing,Contact for quote,Textile Connect,https://textileconnect.com/directory/
C & L Mfg Co,Hays,NC,https://textileconnect.com/directory/c-l-mfg-co/,https://textileconnect.com/directory/c-l-mfg-co/,https://textileconnect.com/directory/c-l-mfg-co/,,,manufacturer,Textile Connect: apparel-and-product-manufacturing,Contact for quote,Textile Connect,https://textileconnect.com/directory/
C & R Warping,York,SC,https://textileconnect.com/directory/c-r-warping/,https://textileconnect.com/directory/c-r-warping/,https://textileconnect.com/directory/c-r-warping/,,,manufacturer,Textile Connect: apparel-and-product-manufacturing,Contact for quote,Textile Connect,https://textileconnect.com/directory/
C & S Weave Express,Fayetteville,NC,https://textileconnect.com/directory/c-s-weave-express/,https://textileconnect.com/directory/c-s-weave-express/,https://textileconnect.com/directory/c-s-weave-express/,,,manufacturer,Textile Connect: apparel-and-product-manufacturing,Contact for quote,Textile Connect,https://textileconnect.com/directory/
C & T Mfg Co,Simpsonville,SC,https://textileconnect.com/directory/c-t-mfg-co/,https://textileconnect.com/directory/c-t-mfg-co/,https://textileconnect.com/directory/c-t-mfg-co/,,,manufacturer,Textile Connect: apparel-and-product-manufacturing,Contact for quote,Textile Connect,https://textileconnect.com/directory/
C & W Cotton Warehouse,Greer,SC,https://textileconnect.com/directory/c-w-cotton-warehouse/,https://textileconnect.com/directory/c-w-cotton-warehouse/,https://textileconnect.com/directory/c-w-cotton-warehouse/,,,manufacturer,Textile Connect: apparel-and-product-manufacturing,Contact for quote,Textile Connect,https://textileconnect.com/directory/
C & Y Co,Spring Lake,NC,https://textileconnect.com/directory/c-y-co/,https://textileconnect.com/directory/c-y-co/,https://textileconnect.com/directory/c-y-co/,,,manufacturer,Textile Connect: apparel-and-product-manufacturing,Contact for quote,Textile Connect,https://textileconnect.com/directory/
Cabarrus Hosiery Inc,Mt Pleasant,NC,https://textileconnect.com/directory/cabarrus-hosiery-inc/,https://textileconnect.com/directory/cabarrus-hosiery-inc/,https://textileconnect.com/directory/cabarrus-hosiery-inc/,,,manufacturer,Textile Connect: apparel-and-product-manufacturing,Contact for quote,Textile Connect,https://textileconnect.com/directory/
Cabarrus Textile LLC,Concord,NC,https://textileconnect.com/directory/cabarrus-textile-llc/,https://textileconnect.com/directory/cabarrus-textile-llc/,https://textileconnect.com/directory/cabarrus-textile-llc/,,,manufacturer,Textile Connect: apparel-and-product-manufacturing,Contact for quote,Textile Connect,https://textileconnect.com/directory/
Cable Materials Inc,Atlanta,GA,https://textileconnect.com/directory/cable-materials-inc/,https://textileconnect.com/directory/cable-materials-inc/,https://textileconnect.com/directory/cable-materials-inc/,,,manufacturer,Textile Connect: apparel-and-product-manufacturing,Contact for quote,Textile Connect,https://textileconnect.com/directory/
Cactus Barn,Louisburg,NC,https://textileconnect.com/directory/cactus-barn/,https://textileconnect.com/directory/cactus-barn/,https://textileconnect.com/directory/cactus-barn/,,,manufacturer,Textile Connect: apparel-and-product-manufacturing,Contact for quote,Textile Connect,https://textileconnect.com/directory/
Caesar’s Upholstery,Jacksonville,NC,https://textileconnect.com/directory/caesars-upholstery/,https://textileconnect.com/directory/caesars-upholstery/,https://textileconnect.com/directory/caesars-upholstery/,,,manufacturer,Textile Connect: apparel-and-product-manufacturing,Contact for quote,Textile Connect,https://textileconnect.com/directory/
Cafco Inc,Greer,SC,https://textileconnect.com/directory/cafco-inc/,https://textileconnect.com/directory/cafco-inc/,https://textileconnect.com/directory/cafco-inc/,,,manufacturer,Textile Connect: apparel-and-product-manufacturing,Contact for quote,Textile Connect,https://textileconnect.com/directory/
Cahill & Swain Inc,Winston Salem,NC,https://textileconnect.com/directory/cahill-swain-inc/,https://textileconnect.com/directory/cahill-swain-inc/,https://textileconnect.com/directory/cahill-swain-inc/,,,manufacturer,Textile Connect: apparel-and-product-manufacturing,Contact for quote,Textile Connect,https://textileconnect.com/directory/
Cain Awning Co. Inc.,Birmingham,AL,https://textileconnect.com/directory/cain-awning-co-inc/,https://textileconnect.com/directory/cain-awning-co-inc/,https://textileconnect.com/directory/cain-awning-co-inc/,,,manufacturer,Textile Connect: apparel-and-product-manufacturing,Contact for quote,Textile Connect,https://textileconnect.com/directory/
Calamo Silk,New York,NY,https://textileconnect.com/directory/calamo-silk/,https://textileconnect.com/directory/calamo-silk/,https://textileconnect.com/directory/calamo-silk/,,,manufacturer,Textile Connect: apparel-and-product-manufacturing,Contact for quote,Textile Connect,https://textileconnect.com/directory/
Calcot Ltd.,Bakersfield,CA,https://textileconnect.com/directory/calcot-ltd/,https://textileconnect.com/directory/calcot-ltd/,https://textileconnect.com/directory/calcot-ltd/,,,manufacturer,Textile Connect: apparel-and-product-manufacturing,Contact for quote,Textile Connect,https://textileconnect.com/directory/
"Caledonian Dye Works, Inc.",Philadelphia,PA,https://textileconnect.com/directory/caledonian-dye-works-inc/,https://textileconnect.com/directory/caledonian-dye-works-inc/,https://textileconnect.com/directory/caledonian-dye-works-inc/,,,manufacturer,Textile Connect: apparel-and-product-manufacturing,Contact for quote,Textile Connect,https://textileconnect.com/directory/
Calgary Tent & Awning Ltd.,Calgary AB T2A 6A2 CANADA,,https://textileconnect.com/directory/calgary-tent-awning-ltd/,https://textileconnect.com/directory/calgary-tent-awning-ltd/,https://textileconnect.com/directory/calgary-tent-awning-ltd/,,,manufacturer,Textile Connect: apparel-and-product-manufacturing,Contact for quote,Textile Connect,https://textileconnect.com/directory/
Calhoun Super Structures Ltd.,Tara ON N0H 2N0 CANADA,,https://textileconnect.com/directory/calhoun-super-structures-ltd/,https://textileconnect.com/directory/calhoun-super-structures-ltd/,https://textileconnect.com/directory/calhoun-super-structures-ltd/,,,manufacturer,Textile Connect: apparel-and-product-manufacturing,Contact for quote,Textile Connect,https://textileconnect.com/directory/
Calico Printers Inc,Marion,NC,https://textileconnect.com/directory/calico-printers-inc/,https://textileconnect.com/directory/calico-printers-inc/,https://textileconnect.com/directory/calico-printers-inc/,,,manufacturer,Textile Connect: apparel-and-product-manufacturing,Contact for quote,Textile Connect,https://textileconnect.com/directory/
California Industrial Fabrics DBA CI Fabrics,San Diego,CA,https://textileconnect.com/directory/california-industrial-fabrics-dba-ci-fabrics/,https://textileconnect.com/directory/california-industrial-fabrics-dba-ci-fabrics/,https://textileconnect.com/directory/california-industrial-fabrics-dba-ci-fabrics/,,,manufacturer,Textile Connect: apparel-and-product-manufacturing,Contact for quote,Textile Connect,https://textileconnect.com/directory/
"California Webbing Mills, Inc.",Los Angeles,CA,https://textileconnect.com/directory/california-webbing-mills-inc/,https://textileconnect.com/directory/california-webbing-mills-inc/,https://textileconnect.com/directory/california-webbing-mills-inc/,,,manufacturer,Textile Connect: apparel-and-product-manufacturing,Contact for quote,Textile Connect,https://textileconnect.com/directory/
Callaway Sales & Mfg,Mt Airy,NC,https://textileconnect.com/directory/callaway-sales-mfg/,https://textileconnect.com/directory/callaway-sales-mfg/,https://textileconnect.com/directory/callaway-sales-mfg/,,,manufacturer,Textile Connect: apparel-and-product-manufacturing,Contact for quote,Textile Connect,https://textileconnect.com/directory/
Cal Trims,Los Angeles,CA,https://textileconnect.com/directory/cal-trims/,https://textileconnect.com/directory/cal-trims/,https://textileconnect.com/directory/cal-trims/,,,manufacturer,Textile Connect: apparel-and-product-manufacturing,Contact for quote,Textile Connect,https://textileconnect.com/directory/
Camden Manufacturing Co,Camden,SC,https://textileconnect.com/directory/camden-manufacturing-co/,https://textileconnect.com/directory/camden-manufacturing-co/,https://textileconnect.com/directory/camden-manufacturing-co/,,,manufacturer,Textile Connect: apparel-and-product-manufacturing,Contact for quote,Textile Connect,https://textileconnect.com/directory/
Camel Sign & Awning,Knoxville,TN,https://textileconnect.com/directory/camel-sign-awning/,https://textileconnect.com/directory/camel-sign-awning/,https://textileconnect.com/directory/camel-sign-awning/,,,manufacturer,Textile Connect: apparel-and-product-manufacturing,Contact for quote,Textile Connect,https://textileconnect.com/directory/
Camoteck Co,Clinton,NC,https://textileconnect.com/directory/camoteck-co/,https://textileconnect.com/directory/camoteck-co/,https://textileconnect.com/directory/camoteck-co/,,,manufacturer,Textile Connect: apparel-and-product-manufacturing,Contact for quote,Textile Connect,https://textileconnect.com/directory/
Camso USA Inc.,Charlotte,NC,https://textileconnect.com/directory/camso-usa-inc/,https://textileconnect.com/directory/camso-usa-inc/,https://textileconnect.com/directory/camso-usa-inc/,,,manufacturer,Textile Connect: apparel-and-product-manufacturing,Contact for quote,Textile Connect,https://textileconnect.com/directory/
Candace Creations,Rock Hill,SC,https://textileconnect.com/directory/candace-creations/,https://textileconnect.com/directory/candace-creations/,https://textileconnect.com/directory/candace-creations/,,,manufacturer,Textile Connect: apparel-and-product-manufacturing,Contact for quote,Textile Connect,https://textileconnect.com/directory/
Candor Textiles,Indore MP INDIA,,https://textileconnect.com/directory/candor-textiles/,https://textileconnect.com/directory/candor-textiles/,https://textileconnect.com/directory/candor-textiles/,,,manufacturer,Textile Connect: apparel-and-product-manufacturing,Contact for quote,Textile Connect,https://textileconnect.com/directory/
Caney Valley Cotton Co.,Wharton,TX,https://textileconnect.com/directory/caney-valley-cotton-co/,https://textileconnect.com/directory/caney-valley-cotton-co/,https://textileconnect.com/directory/caney-valley-cotton-co/,,,manufacturer,Textile Connect: apparel-and-product-manufacturing,Contact for quote,Textile Connect,https://textileconnect.com/directory/
Canfab Products Ltd.,Edmonton AB T5L 4R6 CANADA,,https://textileconnect.com/directory/canfab-products-ltd/,https://textileconnect.com/directory/canfab-products-ltd/,https://textileconnect.com/directory/canfab-products-ltd/,,,manufacturer,Textile Connect: apparel-and-product-manufacturing,Contact for quote,Textile Connect,https://textileconnect.com/directory/
Canswe,Canoe BC V0E 1K0 CANADA,,https://textileconnect.com/directory/canswe/,https://textileconnect.com/directory/canswe/,https://textileconnect.com/directory/canswe/,,,manufacturer,Textile Connect: apparel-and-product-manufacturing,Contact for quote,Textile Connect,https://textileconnect.com/directory/
Canvas and Covers Whangarei Ltd.,Whangarei NTL NEW ZEALAND,,https://textileconnect.com/directory/canvas-and-covers-whangarei-ltd/,https://textileconnect.com/directory/canvas-and-covers-whangarei-ltd/,https://textileconnect.com/directory/canvas-and-covers-whangarei-ltd/,,,manufacturer,Textile Connect: apparel-and-product-manufacturing,Contact for quote,Textile Connect,https://textileconnect.com/directory/
Canvas Barn Marine Trimming,Swan Reach VIC AUSTRALIA,,https://textileconnect.com/directory/canvas-barn-marine-trimming/,https://textileconnect.com/directory/canvas-barn-marine-trimming/,https://textileconnect.com/directory/canvas-barn-marine-trimming/,,,manufacturer,Textile Connect: apparel-and-product-manufacturing,Contact for quote,Textile Connect,https://textileconnect.com/directory/
Canvas Craft Inc.,Otsego,MN,https://textileconnect.com/directory/canvas-craft-inc/,https://textileconnect.com/directory/canvas-craft-inc/,https://textileconnect.com/directory/canvas-craft-inc/,,,manufacturer,Textile Connect: apparel-and-product-manufacturing,Contact for quote,Textile Connect,https://textileconnect.com/directory/
Canvas Creation Galleries,Florence,SC,https://textileconnect.com/directory/canvas-creation-galleries/,https://textileconnect.com/directory/canvas-creation-galleries/,https://textileconnect.com/directory/canvas-creation-galleries/,,,manufacturer,Textile Connect: apparel-and-product-manufacturing,Contact for quote,Textile Connect,https://textileconnect.com/directory/
Canvas Designers Inc.,Riviera Beach,FL,https://textileconnect.com/directory/canvas-designers-inc/,https://textileconnect.com/directory/canvas-designers-inc/,https://textileconnect.com/directory/canvas-designers-inc/,,,manufacturer,Textile Connect: apparel-and-product-manufacturing,Contact for quote,Textile Connect,https://textileconnect.com/directory/
Canvas Innovations,Holland,MI,https://textileconnect.com/directory/canvas-innovations/,https://textileconnect.com/directory/canvas-innovations/,https://textileconnect.com/directory/canvas-innovations/,,,manufacturer,Textile Connect: apparel-and-product-manufacturing,Contact for quote,Textile Connect,https://textileconnect.com/directory/
CanvasJohn,St. Petersburg,FL,https://textileconnect.com/directory/canvasjohn/,https://textileconnect.com/directory/canvasjohn/,https://textileconnect.com/directory/canvasjohn/,,,manufacturer,Textile Connect: apparel-and-product-manufacturing,Contact for quote,Textile Connect,https://textileconnect.com/directory/
Canvasland Holdings Ltd.,Levin MWT 5510 NEW ZEALAND,,https://textileconnect.com/directory/canvasland-holdings-ltd/,https://textileconnect.com/directory/canvasland-holdings-ltd/,https://textileconnect.com/directory/canvasland-holdings-ltd/,,,manufacturer,Textile Connect: apparel-and-product-manufacturing,Contact for quote,Textile Connect,https://textileconnect.com/directory/
Canvas Products Association Zone 7 Inc.,West Palm Beach,FL,https://textileconnect.com/directory/canvas-products-association-zone-7-inc/,https://textileconnect.com/directory/canvas-products-association-zone-7-inc/,https://textileconnect.com/directory/canvas-products-association-zone-7-inc/,,,manufacturer,Textile Connect: apparel-and-product-manufacturing,Contact for quote,Textile Connect,https://textileconnect.com/directory/
Canvas Products Co. Inc.,Dubuque,IA,https://textileconnect.com/directory/canvas-products-co-inc/,https://textileconnect.com/directory/canvas-products-co-inc/,https://textileconnect.com/directory/canvas-products-co-inc/,,,manufacturer,Textile Connect: apparel-and-product-manufacturing,Contact for quote,Textile Connect,https://textileconnect.com/directory/
Canvas Products of Eagle River,Eagle River,WI,https://textileconnect.com/directory/canvas-products-of-eagle-river/,https://textileconnect.com/directory/canvas-products-of-eagle-river/,https://textileconnect.com/directory/canvas-products-of-eagle-river/,,,manufacturer,Textile Connect: apparel-and-product-manufacturing,Contact for quote,Textile Connect,https://textileconnect.com/directory/
Canvas Replacements Div./Camper & Recreation Inc.,Loyal,WI,https://textileconnect.com/directory/canvas-replacements-div-camper-recreation-inc/,https://textileconnect.com/directory/canvas-replacements-div-camper-recreation-inc/,https://textileconnect.com/directory/canvas-replacements-div-camper-recreation-inc/,,,manufacturer,Textile Connect: apparel-and-product-manufacturing,Contact for quote,Textile Connect,https://textileconnect.com/directory/
Canvas Shop,Wilson,NC,https://textileconnect.com/directory/canvas-shop/,https://textileconnect.com/directory/canvas-shop/,https://textileconnect.com/directory/canvas-shop/,,,manufacturer,Textile Connect: apparel-and-product-manufacturing,Contact for quote,Textile Connect,https://textileconnect.com/directory/
Canvas Solutions,Spring Lake,MI,https://textileconnect.com/directory/canvas-solutions/,https://textileconnect.com/directory/canvas-solutions/,https://textileconnect.com/directory/canvas-solutions/,,,manufacturer,Textile Connect: apparel-and-product-manufacturing,Contact for quote,Textile Connect,https://textileconnect.com/directory/
Canvastic Inc,Beaufort,NC,https://textileconnect.com/directory/canvastic-inc/,https://textileconnect.com/directory/canvastic-inc/,https://textileconnect.com/directory/canvastic-inc/,,,manufacturer,Textile Connect: apparel-and-product-manufacturing,Contact for quote,Textile Connect,https://textileconnect.com/directory/
Canvas Unlimited Event Rentals,Jackson,WY,https://textileconnect.com/directory/canvas-unlimited-event-rentals/,https://textileconnect.com/directory/canvas-unlimited-event-rentals/,https://textileconnect.com/directory/canvas-unlimited-event-rentals/,,,manufacturer,Textile Connect: apparel-and-product-manufacturing,Contact for quote,Textile Connect,https://textileconnect.com/directory/
Canvas Works Inc.,Cokato,MN,https://textileconnect.com/directory/canvas-works-inc/,https://textileconnect.com/directory/canvas-works-inc/,https://textileconnect.com/directory/canvas-works-inc/,,,manufacturer,Textile Connect: apparel-and-product-manufacturing,Contact for quote,Textile Connect,https://textileconnect.com/directory/
Canvasworks Inc.,Kennebunk,ME,https://textileconnect.com/directory/canvasworks-inc/,https://textileconnect.com/directory/canvasworks-inc/,https://textileconnect.com/directory/canvasworks-inc/,,,manufacturer,Textile Connect: apparel-and-product-manufacturing,Contact for quote,Textile Connect,https://textileconnect.com/directory/
Canwil Textiles Inc.,Auburn,GA,https://textileconnect.com/directory/canwil-textiles-inc/,https://textileconnect.com/directory/canwil-textiles-inc/,https://textileconnect.com/directory/canwil-textiles-inc/,,,manufacturer,Textile Connect: apparel-and-product-manufacturing,Contact for quote,Textile Connect,https://textileconnect.com/directory/
Caoel Inc Dyeing and Braiding,Troy,NC,https://textileconnect.com/directory/caoel-inc-dyeing-and-braiding/,https://textileconnect.com/directory/caoel-inc-dyeing-and-braiding/,https://textileconnect.com/directory/caoel-inc-dyeing-and-braiding/,,,manufacturer,Textile Connect: apparel-and-product-manufacturing,Contact for quote,Textile Connect,https://textileconnect.com/directory/
Capa Imports Inc,High Point,NC,https://textileconnect.com/directory/capa-imports-inc/,https://textileconnect.com/directory/capa-imports-inc/,https://textileconnect.com/directory/capa-imports-inc/,,,manufacturer,Textile Connect: apparel-and-product-manufacturing,Contact for quote,Textile Connect,https://textileconnect.com/directory/
Cape & Isle Awnings Signs,North Charleston,SC,https://textileconnect.com/directory/cape-isle-awnings-signs/,https://textileconnect.com/directory/cape-isle-awnings-signs/,https://textileconnect.com/directory/cape-isle-awnings-signs/,,,manufacturer,Textile Connect: apparel-and-product-manufacturing,Contact for quote,Textile Connect,https://textileconnect.com/directory/
Capefear Sportswear,Wilmington,NC,https://textileconnect.com/directory/capefear-sportswear/,https://textileconnect.com/directory/capefear-sportswear/,https://textileconnect.com/directory/capefear-sportswear/,,,manufacturer,Textile Connect: apparel-and-product-manufacturing,Contact for quote,Textile Connect,https://textileconnect.com/directory/
Capel Inc Dyeing & Braiding,Troy,NC,https://textileconnect.com/directory/capel-inc-dyeing-braiding/,https://textileconnect.com/directory/capel-inc-dyeing-braiding/,https://textileconnect.com/directory/capel-inc-dyeing-braiding/,,,manufacturer,Textile Connect: apparel-and-product-manufacturing,Contact for quote,Textile Connect,https://textileconnect.com/directory/
Capel Rugs Mill Outlet – Troy,Troy,NC,https://textileconnect.com/directory/capel-rugs-mill-outlet-troy/,https://textileconnect.com/directory/capel-rugs-mill-outlet-troy/,https://textileconnect.com/directory/capel-rugs-mill-outlet-troy/,,,manufacturer,Textile Connect: apparel-and-product-manufacturing,Contact for quote,Textile Connect,https://textileconnect.com/directory/
Capel Rugs Outlet – Greenville,Greenville,SC,https://textileconnect.com/directory/capel-rugs-outlet-greenville/,https://textileconnect.com/directory/capel-rugs-outlet-greenville/,https://textileconnect.com/directory/capel-rugs-outlet-greenville/,,,manufacturer,Textile Connect: apparel-and-product-manufacturing,Contact for quote,Textile Connect,https://textileconnect.com/directory/
Capelsie Mills Inc – N Main St,Troy,NC,https://textileconnect.com/directory/capelsie-mills-inc-n-main-st/,https://textileconnect.com/directory/capelsie-mills-inc-n-main-st/,https://textileconnect.com/directory/capelsie-mills-inc-n-main-st/,,,manufacturer,Textile Connect: apparel-and-product-manufacturing,Contact for quote,Textile Connect,https://textileconnect.com/directory/
Capelsie Mills Inc – Smitherman St,Troy,NC,https://textileconnect.com/directory/capelsie-mills-inc-smitherman-st/,https://textileconnect.com/directory/capelsie-mills-inc-smitherman-st/,https://textileconnect.com/directory/capelsie-mills-inc-smitherman-st/,,,manufacturer,Textile Connect: apparel-and-product-manufacturing,Contact for quote,Textile Connect,https://textileconnect.com/directory/
Capeteria,Asheville,NC,https://textileconnect.com/directory/capeteria/,https://textileconnect.com/directory/capeteria/,https://textileconnect.com/directory/capeteria/,,,manufacturer,Textile Connect: apparel-and-product-manufacturing,Contact for quote,Textile Connect,https://textileconnect.com/directory/
Capital Canopies Inc.,Upper Marlboro,MD,https://textileconnect.com/directory/capital-canopies-inc/,https://textileconnect.com/directory/capital-canopies-inc/,https://textileconnect.com/directory/capital-canopies-inc/,,,manufacturer,Textile Connect: apparel-and-product-manufacturing,Contact for quote,Textile Connect,https://textileconnect.com/directory/
Capital City Awning Co.,Columbus,OH,https://textileconnect.com/directory/capital-city-awning-co/,https://textileconnect.com/directory/capital-city-awning-co/,https://textileconnect.com/directory/capital-city-awning-co/,,,manufacturer,Textile Connect: apparel-and-product-manufacturing,Contact for quote,Textile Connect,https://textileconnect.com/directory/
Capital Safety,Red Wing,MN,https://textileconnect.com/directory/capital-safety/,https://textileconnect.com/directory/capital-safety/,https://textileconnect.com/directory/capital-safety/,,,manufacturer,Textile Connect: apparel-and-product-manufacturing,Contact for quote,Textile Connect,https://textileconnect.com/directory/
Capital Thread Corp.,Raleigh,NC,https://textileconnect.com/directory/capital-thread-corp/,https://textileconnect.com/directory/capital-thread-corp/,https://textileconnect.com/directory/capital-thread-corp/,,,manufacturer,Textile Connect: apparel-and-product-manufacturing,Contact for quote,Textile Connect,https://textileconnect.com/directory/
Capitol Awning ShadeCaster,Richmond,VA,https://textileconnect.com/directory/capitol-awning-shadecaster/,https://textileconnect.com/directory/capitol-awning-shadecaster/,https://textileconnect.com/directory/capitol-awning-shadecaster/,,,manufacturer,Textile Connect: apparel-and-product-manufacturing,Contact for quote,Textile Connect,https://textileconnect.com/directory/
Capitol Flag & Flagpole Co,Raleigh,NC,https://textileconnect.com/directory/capitol-flag-flagpole-co/,https://textileconnect.com/directory/capitol-flag-flagpole-co/,https://textileconnect.com/directory/capitol-flag-flagpole-co/,,,manufacturer,Textile Connect: apparel-and-product-manufacturing,Contact for quote,Textile Connect,https://textileconnect.com/directory/
Capitol Tarpaulin Co.,Sacramento,CA,https://textileconnect.com/directory/capitol-tarpaulin-co/,https://textileconnect.com/directory/capitol-tarpaulin-co/,https://textileconnect.com/directory/capitol-tarpaulin-co/,,,manufacturer,Textile Connect: apparel-and-product-manufacturing,Contact for quote,Textile Connect,https://textileconnect.com/directory/
Capri Discount Flooring,Calhoun,GA,https://textileconnect.com/directory/capri-discount-flooring/,https://textileconnect.com/directory/capri-discount-flooring/,https://textileconnect.com/directory/capri-discount-flooring/,,,manufacturer,Textile Connect: apparel-and-product-manufacturing,Contact for quote,Textile Connect,https://textileconnect.com/directory/
"Capri International, Inc.",Dallas,TX,https://textileconnect.com/directory/capri-international-inc/,https://textileconnect.com/directory/capri-international-inc/,https://textileconnect.com/directory/capri-international-inc/,,,manufacturer,Textile Connect: apparel-and-product-manufacturing,Contact for quote,Textile Connect,https://textileconnect.com/directory/
Capsco Inc,Greenville,SC,https://textileconnect.com/directory/capsco-inc/,https://textileconnect.com/directory/capsco-inc/,https://textileconnect.com/directory/capsco-inc/,,,manufacturer,Textile Connect: apparel-and-product-manufacturing,Contact for quote,Textile Connect,https://textileconnect.com/directory/
Captain’s Shop,Morehead,NC,https://textileconnect.com/directory/captains-shop/,https://textileconnect.com/directory/captains-shop/,https://textileconnect.com/directory/captains-shop/,,,manufacturer,Textile Connect: apparel-and-product-manufacturing,Contact for quote,Textile Connect,https://textileconnect.com/directory/
Cap Yarns,Clover,SC,https://textileconnect.com/directory/cap-yarns/,https://textileconnect.com/directory/cap-yarns/,https://textileconnect.com/directory/cap-yarns/,,,manufacturer,Textile Connect: apparel-and-product-manufacturing,Contact for quote,Textile Connect,https://textileconnect.com/directory/
"Caracol Knits, S.A. de C.V.",,,https://textileconnect.com/directory/caracol-knits-s-a-de-c-v/,https://textileconnect.com/directory/caracol-knits-s-a-de-c-v/,https://textileconnect.com/directory/caracol-knits-s-a-de-c-v/,,,manufacturer,Textile Connect: apparel-and-product-manufacturing,Contact for quote,Textile Connect,https://textileconnect.com/directory/
Caraustar – Asheville,Asheville,NC,https://textileconnect.com/directory/caraustar-asheville/,https://textileconnect.com/directory/caraustar-asheville/,https://textileconnect.com/directory/caraustar-asheville/,,,manufacturer,Textile Connect: apparel-and-product-manufacturing,Contact for quote,Textile Connect,https://textileconnect.com/directory/
Caraustar – Hardeeville,Hardeeville,SC,https://textileconnect.com/directory/caraustar-hardeeville/,https://textileconnect.com/directory/caraustar-hardeeville/,https://textileconnect.com/directory/caraustar-hardeeville/,,,manufacturer,Textile Connect: apparel-and-product-manufacturing,Contact for quote,Textile Connect,https://textileconnect.com/directory/
Caraustar – Kernersville,Kernersville,NC,https://textileconnect.com/directory/caraustar-kernersville/,https://textileconnect.com/directory/caraustar-kernersville/,https://textileconnect.com/directory/caraustar-kernersville/,,,manufacturer,Textile Connect: apparel-and-product-manufacturing,Contact for quote,Textile Connect,https://textileconnect.com/directory/
Carderie Vervietoise USA Inc,Reidsville,NC,https://textileconnect.com/directory/carderie-vervietoise-usa-inc/,https://textileconnect.com/directory/carderie-vervietoise-usa-inc/,https://textileconnect.com/directory/carderie-vervietoise-usa-inc/,,,manufacturer,Textile Connect: apparel-and-product-manufacturing,Contact for quote,Textile Connect,https://textileconnect.com/directory/
Cardiac Sports,Charlotte,NC,https://textileconnect.com/directory/cardiac-sports/,https://textileconnect.com/directory/cardiac-sports/,https://textileconnect.com/directory/cardiac-sports/,,,manufacturer,Textile Connect: apparel-and-product-manufacturing,Contact for quote,Textile Connect,https://textileconnect.com/directory/
Cardinal Canvas Products Inc.,Sioux Falls,SD,https://textileconnect.com/directory/cardinal-canvas-products-inc/,https://textileconnect.com/directory/cardinal-canvas-products-inc/,https://textileconnect.com/directory/cardinal-canvas-products-inc/,,,manufacturer,Textile Connect: apparel-and-product-manufacturing,Contact for quote,Textile Connect,https://textileconnect.com/directory/
Cardinal Cleaners,Reidsville,NC,https://textileconnect.com/directory/cardinal-cleaners/,https://textileconnect.com/directory/cardinal-cleaners/,https://textileconnect.com/directory/cardinal-cleaners/,,,manufacturer,Textile Connect: apparel-and-product-manufacturing,Contact for quote,Textile Connect,https://textileconnect.com/directory/
Cardinal Health,Asheville,NC,https://textileconnect.com/directory/cardinal-health/,https://textileconnect.com/directory/cardinal-health/,https://textileconnect.com/directory/cardinal-health/,,,manufacturer,Textile Connect: apparel-and-product-manufacturing,Contact for quote,Textile Connect,https://textileconnect.com/directory/
CARE program,Dalton,GA,https://textileconnect.com/directory/care-program/,https://textileconnect.com/directory/care-program/,https://textileconnect.com/directory/care-program/,,,manufacturer,Textile Connect: apparel-and-product-manufacturing,Contact for quote,Textile Connect,https://textileconnect.com/directory/
"Cargill Cotton – Cordova, TN",Cordova,TN,https://textileconnect.com/directory/cargill-cotton-cordova-tn/,https://textileconnect.com/directory/cargill-cotton-cordova-tn/,https://textileconnect.com/directory/cargill-cotton-cordova-tn/,,,manufacturer,Textile Connect: apparel-and-product-manufacturing,Contact for quote,Textile Connect,https://textileconnect.com/directory/
"Cargill Cotton – Gainesville, GA",Gainesville,GA,https://textileconnect.com/directory/cargill-cotton-gainesville-ga/,https://textileconnect.com/directory/cargill-cotton-gainesville-ga/,https://textileconnect.com/directory/cargill-cotton-gainesville-ga/,,,manufacturer,Textile Connect: apparel-and-product-manufacturing,Contact for quote,Textile Connect,https://textileconnect.com/directory/
