name,city,state,url,website,buy_link,phone,email,type,notes,products,source,source_url,prices
Carolina Mills Inc,Maiden,NC,https://textileconnect.com/directory/carolina-mills-inc/,https://textileconnect.com/directory/carolina-mills-inc/,https://textileconnect.com/directory/carolina-mills-inc/,,,manufacturer,Textile Connect: apparel-and-product-manufacturing,,Textile Connect,https://textileconnect.com/directory/,Contact for quote
Carolina Mop Mfg Co,Anderson,SC,https://textileconnect.com/directory/carolina-mop-mfg-co/,https://textileconnect.com/directory/carolina-mop-mfg-co/,https://textileconnect.com/directory/carolina-mop-mfg-co/,,,manufacturer,Textile Connect: apparel-and-product-manufacturing,,Textile Connect,https://textileconnect.com/directory/,Contact for quote
Carolina Morning Designs,Burnsville,NC,https://textileconnect.com/directory/carolina-morning-designs/,https://textileconnect.com/directory/carolina-morning-designs/,https://textileconnect.com/directory/carolina-morning-designs/,,,manufacturer,Textile Connect: apparel-and-product-manufacturing,,Textile Connect,https://textileconnect.com/directory/,Contact for quote
Carolina Narrow Fabric,Winston-Salem,NC,https://textileconnect.com/directory/carolina-narrow-fabric/,https://textileconnect.com/directory/carolina-narrow-fabric/,https://textileconnect.com/directory/carolina-narrow-fabric/,,,manufacturer,Textile Connect: apparel-and-product-manufacturing,,Textile Connect,https://textileconnect.com/directory/,Contact for quote
"Carolina Nonwovens, LLC",Maiden,NC,https://textileconnect.com/directory/carolina-nonwovens-llc/,https://textileconnect.com/directory/carolina-nonwovens-llc/,https://textileconnect.com/directory/carolina-nonwovens-llc/,,,manufacturer,Textile Connect: apparel-and-product-manufacturing,,Textile Connect,https://textileconnect.com/directory/,Contact for quote
Carolina Ortho-Prosthetics,Greenville,NC,https://textileconnect.com/directory/carolina-ortho-prosthetics/,https://textileconnect.com/directory/carolina-ortho-prosthetics/,https://textileconnect.com/directory/carolina-ortho-prosthetics/,,,manufacturer,Textile Connect: apparel-and-product-manufacturing,,Textile Connect,https://textileconnect.com/directory/,Contact for quote
Carolina Paper Tubes Inc,Zirconia,NC,https://textileconnect.com/directory/carolina-paper-tubes-inc/,https://textileconnect.com/directory/carolina-paper-tubes-inc/,https://textileconnect.com/directory/carolina-paper-tubes-inc/,,,manufacturer,Textile Connect: apparel-and-product-manufacturing,,Textile Connect,https://textileconnect.com/directory/,Contact for quote
D-M-E Co,Shelby,NC,https://textileconnect.com/directory/d-m-e-co/,https://textileconnect.com/directory/d-m-e-co/,https://textileconnect.com/directory/d-m-e-co/,,,manufacturer,Textile Connect: apparel-and-product-manufacturing,,Textile Connect,https://textileconnect.com/directory/,Contact for quote
D-Tach Golf Flags,Casar,NC,https://textileconnect.com/directory/d-tach-golf-flags/,https://textileconnect.com/directory/d-tach-golf-flags/,https://textileconnect.com/directory/d-tach-golf-flags/,,,manufacturer,Textile Connect: apparel-and-product-manufacturing,,Textile Connect,https://textileconnect.com/directory/,Contact for quote
"D. M. Gunn Consulting Services, LLC",Trinity,NC,https://textileconnect.com/directory/d-m-gunn-consulting-services-llc/,https://textileconnect.com/directory/d-m-gunn-consulting-services-llc/,https://textileconnect.com/directory/d-m-gunn-consulting-services-llc/,,,manufacturer,Textile Connect: apparel-and-product-manufacturing,,Textile Connect,https://textileconnect.com/directory/,Contact for quote
D’s Stitchery,Jacksonville,NC,https://textileconnect.com/directory/ds-stitchery/,https://textileconnect.com/directory/ds-stitchery/,https://textileconnect.com/directory/ds-stitchery/,,,manufacturer,Textile Connect: apparel-and-product-manufacturing,,Textile Connect,https://textileconnect.com/directory/,Contact for quote
D & C Textile Corp.,New York,NY,https://textileconnect.com/directory/d-c-textile-corp/,https://textileconnect.com/directory/d-c-textile-corp/,https://textileconnect.com/directory/d-c-textile-corp/,,,manufacturer,Textile Connect: apparel-and-product-manufacturing,,Textile Connect,https://textileconnect.com/directory/,Contact for quote
D & D Enterprises (Greensboro),Randleman,NC,https://textileconnect.com/directory/d-d-enterprises-greensboro/,https://textileconnect.com/directory/d-d-enterprises-greensboro/,https://textileconnect.com/directory/d-d-enterprises-greensboro/,,,manufacturer,Textile Connect: apparel-and-product-manufacturing,,Textile Connect,https://textileconnect.com/directory/,Contact for quote
D & K Enterprises Inc,Archdale,NC,https://textileconnect.com/directory/d-k-enterprises-inc/,https://textileconnect.com/directory/d-k-enterprises-inc/,https://textileconnect.com/directory/d-k-enterprises-inc/,,,manufacturer,Textile Connect: apparel-and-product-manufacturing,,Textile Connect,https://textileconnect.com/directory/,Contact for quote
"D & L Textile Co., Inc.",Far Rockaway,NY,https://textileconnect.com/directory/d-l-textile-co-inc/,https://textileconnect.com/directory/d-l-textile-co-inc/,https://textileconnect.com/directory/d-l-textile-co-inc/,,,manufacturer,Textile Connect: apparel-and-product-manufacturing,,Textile Connect,https://textileconnect.com/directory/,Contact for quote
D & M Textiles LTD,Trinity,NC,https://textileconnect.com/directory/d-m-textiles-ltd/,https://textileconnect.com/directory/d-m-textiles-ltd/,https://textileconnect.com/directory/d-m-textiles-ltd/,,,manufacturer,Textile Connect: apparel-and-product-manufacturing,,Textile Connect,https://textileconnect.com/directory/,Contact for quote
D & R Hosiery,Connellys Spgs,NC,https://textileconnect.com/directory/d-r-hosiery/,https://textileconnect.com/directory/d-r-hosiery/,https://textileconnect.com/directory/d-r-hosiery/,,,manufacturer,Textile Connect: apparel-and-product-manufacturing,,Textile Connect,https://textileconnect.com/directory/,Contact for quote
D & W Sportswear Inc,West Columbia,SC,https://textileconnect.com/directory/d-w-sportswear-inc/,https://textileconnect.com/directory/d-w-sportswear-inc/,https://textileconnect.com/directory/d-w-sportswear-inc/,,,manufacturer,Textile Connect: apparel-and-product-manufacturing,,Textile Connect,https://textileconnect.com/directory/,Contact for quote
DAB Assoc Inc,Charlotte,NC,https://textileconnect.com/directory/dab-assoc-inc/,https://textileconnect.com/directory/dab-assoc-inc/,https://textileconnect.com/directory/dab-assoc-inc/,,,manufacturer,Textile Connect: apparel-and-product-manufacturing,,Textile Connect,https://textileconnect.com/directory/,Contact for quote
Dabney Enterprises LLC,Fair Play,SC,https://textileconnect.com/directory/dabney-enterprises-llc/,https://textileconnect.com/directory/dabney-enterprises-llc/,https://textileconnect.com/directory/dabney-enterprises-llc/,,,manufacturer,Textile Connect: apparel-and-product-manufacturing,,Textile Connect,https://textileconnect.com/directory/,Contact for quote
"DAF Products, Inc.",Wyckoff,NJ,https://textileconnect.com/directory/daf-products-inc/,https://textileconnect.com/directory/daf-products-inc/,https://textileconnect.com/directory/daf-products-inc/,,,manufacturer,Textile Connect: apparel-and-product-manufacturing,,Textile Connect,https://textileconnect.com/directory/,Contact for quote
Daikin America Inc.,Orangeburg,NY,https://textileconnect.com/directory/daikin-america-inc/,https://textileconnect.com/directory/daikin-america-inc/,https://textileconnect.com/directory/daikin-america-inc/,,,manufacturer,Textile Connect: apparel-and-product-manufacturing,,Textile Connect,https://textileconnect.com/directory/,Contact for quote
"Dak Americas LLC – Charlotte, NC",Charlotte,NC,https://textileconnect.com/directory/dak-americas-llc-charlotte-nc/,https://textileconnect.com/directory/dak-americas-llc-charlotte-nc/,https://textileconnect.com/directory/dak-americas-llc-charlotte-nc/,,,manufacturer,Textile Connect: apparel-and-product-manufacturing,,Textile Connect,https://textileconnect.com/directory/,Contact for quote
"DAK Americas LLC – Charlotte, NC (Carnegie Blvd)",Charlotte,NC,https://textileconnect.com/directory/dak-americas-llc-charlotte-nc-carnegie-blvd/,https://textileconnect.com/directory/dak-americas-llc-charlotte-nc-carnegie-blvd/,https://textileconnect.com/directory/dak-americas-llc-charlotte-nc-carnegie-blvd/,,,manufacturer,Textile Connect: apparel-and-product-manufacturing,,Textile Connect,https://textileconnect.com/directory/,Contact for quote
"Dak Americas LLC – Moncks Corner, SC",Moncks Corner,SC,https://textileconnect.com/directory/dak-americas-llc-moncks-corner-sc/,https://textileconnect.com/directory/dak-americas-llc-moncks-corner-sc/,https://textileconnect.com/directory/dak-americas-llc-moncks-corner-sc/,,,manufacturer,Textile Connect: apparel-and-product-manufacturing,,Textile Connect,https://textileconnect.com/directory/,Contact for quote
Dalco Nonwovens,Conover,NC,https://textileconnect.com/directory/dalco-nonwovens/,https://textileconnect.com/directory/dalco-nonwovens/,https://textileconnect.com/directory/dalco-nonwovens/,,,manufacturer,Textile Connect: apparel-and-product-manufacturing,,Textile Connect,https://textileconnect.com/directory/,Contact for quote
Dallas Machine Co Inc,Gastonia,NC,https://textileconnect.com/directory/dallas-machine-co-inc/,https://textileconnect.com/directory/dallas-machine-co-inc/,https://textileconnect.com/directory/dallas-machine-co-inc/,,,manufacturer,Textile Connect: apparel-and-product-manufacturing,,Textile Connect,https://textileconnect.com/directory/,Contact for quote
Dalure Fashions,Gatesville,NC,https://textileconnect.com/directory/dalure-fashions/,https://textileconnect.com/directory/dalure-fashions/,https://textileconnect.com/directory/dalure-fashions/,,,manufacturer,Textile Connect: apparel-and-product-manufacturing,,Textile Connect,https://textileconnect.com/directory/,Contact for quote
Daniel James Rev,Creedmoor,NC,https://textileconnect.com/directory/daniel-james-rev/,https://textileconnect.com/directory/daniel-james-rev/,https://textileconnect.com/directory/daniel-james-rev/,,,manufacturer,Textile Connect: apparel-and-product-manufacturing,,Textile Connect,https://textileconnect.com/directory/,Contact for quote
"Danny Smith Sales, Inc.",Hixson,TN,https://textileconnect.com/directory/danny-smith-sales-inc/,https://textileconnect.com/directory/danny-smith-sales-inc/,https://textileconnect.com/directory/danny-smith-sales-inc/,,,manufacturer,Textile Connect: apparel-and-product-manufacturing,,Textile Connect,https://textileconnect.com/directory/,Contact for quote
Dan River Inc,Danville,VA,https://textileconnect.com/directory/dan-river-inc/,https://textileconnect.com/directory/dan-river-inc/,https://textileconnect.com/directory/dan-river-inc/,,,manufacturer,Textile Connect: apparel-and-product-manufacturing,,Textile Connect,https://textileconnect.com/directory/,Contact for quote
DAP America,Norcross,GA,https://textileconnect.com/directory/dap-america/,https://textileconnect.com/directory/dap-america/,https://textileconnect.com/directory/dap-america/,,,manufacturer,Textile Connect: apparel-and-product-manufacturing,,Textile Connect,https://textileconnect.com/directory/,Contact for quote
Darlington Fabrics Corp,Westerly,RI,https://textileconnect.com/directory/darlington-fabrics-corp/,https://textileconnect.com/directory/darlington-fabrics-corp/,https://textileconnect.com/directory/darlington-fabrics-corp/,,,manufacturer,Textile Connect: apparel-and-product-manufacturing,,Textile Connect,https://textileconnect.com/directory/,Contact for quote
Dave’s Machine Co,Lexington,NC,https://textileconnect.com/directory/daves-machine-co/,https://textileconnect.com/directory/daves-machine-co/,https://textileconnect.com/directory/daves-machine-co/,,,manufacturer,Textile Connect: apparel-and-product-manufacturing,,Textile Connect,https://textileconnect.com/directory/,Contact for quote
Davetex Fabrics,Lexington,SC,https://textileconnect.com/directory/davetex-fabrics/,https://textileconnect.com/directory/davetex-fabrics/,https://textileconnect.com/directory/davetex-fabrics/,,,manufacturer,Textile Connect: apparel-and-product-manufacturing,,Textile Connect,https://textileconnect.com/directory/,Contact for quote
David’s,Faith,NC,https://textileconnect.com/directory/davids/,https://textileconnect.com/directory/davids/,https://textileconnect.com/directory/davids/,,,manufacturer,Textile Connect: apparel-and-product-manufacturing,,Textile Connect,https://textileconnect.com/directory/,Contact for quote
David’s Cutting Inc,Vernon,CA,https://textileconnect.com/directory/davids-cutting-inc/,https://textileconnect.com/directory/davids-cutting-inc/,https://textileconnect.com/directory/davids-cutting-inc/,,,manufacturer,Textile Connect: apparel-and-product-manufacturing,,Textile Connect,https://textileconnect.com/directory/,Contact for quote
David Bowers,Sylva,NC,https://textileconnect.com/directory/david-bowers/,https://textileconnect.com/directory/david-bowers/,https://textileconnect.com/directory/david-bowers/,,,manufacturer,Textile Connect: apparel-and-product-manufacturing,,Textile Connect,https://textileconnect.com/directory/,Contact for quote
David C Poole Co Inc,Greenville,SC,https://textileconnect.com/directory/david-c-poole-co-inc/,https://textileconnect.com/directory/david-c-poole-co-inc/,https://textileconnect.com/directory/david-c-poole-co-inc/,,,manufacturer,Textile Connect: apparel-and-product-manufacturing,,Textile Connect,https://textileconnect.com/directory/,Contact for quote
David Rothschild Co,High Point,NC,https://textileconnect.com/directory/david-rothschild-co/,https://textileconnect.com/directory/david-rothschild-co/,https://textileconnect.com/directory/david-rothschild-co/,,,manufacturer,Textile Connect: apparel-and-product-manufacturing,,Textile Connect,https://textileconnect.com/directory/,Contact for quote
David S. Gibson Custom Weavers,Los Angeles,CA,https://textileconnect.com/directory/david-s-gibson-custom-weavers/,https://textileconnect.com/directory/david-s-gibson-custom-weavers/,https://textileconnect.com/directory/david-s-gibson-custom-weavers/,,,manufacturer,Textile Connect: apparel-and-product-manufacturing,,Textile Connect,https://textileconnect.com/directory/,Contact for quote
Davidson-Bishop Corp,Winston Salem,NC,https://textileconnect.com/directory/davidson-bishop-corp/,https://textileconnect.com/directory/davidson-bishop-corp/,https://textileconnect.com/directory/davidson-bishop-corp/,,,manufacturer,Textile Connect: apparel-and-product-manufacturing,,Textile Connect,https://textileconnect.com/directory/,Contact for quote
Davis Inc,Mauldin,SC,https://textileconnect.com/directory/davis-inc/,https://textileconnect.com/directory/davis-inc/,https://textileconnect.com/directory/davis-inc/,,,manufacturer,Textile Connect: apparel-and-product-manufacturing,,Textile Connect,https://textileconnect.com/directory/,Contact for quote
Davis Products Co,Pfafftown,NC,https://textileconnect.com/directory/davis-products-co/,https://textileconnect.com/directory/davis-products-co/,https://textileconnect.com/directory/davis-products-co/,,,manufacturer,Textile Connect: apparel-and-product-manufacturing,,Textile Connect,https://textileconnect.com/directory/,Contact for quote
"Davlyn Manufacturing Co., Inc.",Spring,PA,https://textileconnect.com/directory/davlyn-manufacturing-co-inc/,https://textileconnect.com/directory/davlyn-manufacturing-co-inc/,https://textileconnect.com/directory/davlyn-manufacturing-co-inc/,,,manufacturer,Textile Connect: apparel-and-product-manufacturing,,Textile Connect,https://textileconnect.com/directory/,Contact for quote
Dawn Processing Co Inc,Bessemer,NC,https://textileconnect.com/directory/dawn-processing-co-inc/,https://textileconnect.com/directory/dawn-processing-co-inc/,https://textileconnect.com/directory/dawn-processing-co-inc/,,,manufacturer,Textile Connect: apparel-and-product-manufacturing,,Textile Connect,https://textileconnect.com/directory/,Contact for quote
Dawson Textile Machinery,Greensboro,NC,https://textileconnect.com/directory/dawson-textile-machinery/,https://textileconnect.com/directory/dawson-textile-machinery/,https://textileconnect.com/directory/dawson-textile-machinery/,,,manufacturer,Textile Connect: apparel-and-product-manufacturing,,Textile Connect,https://textileconnect.com/directory/,Contact for quote
Dayco Products Inc,Williston,SC,https://textileconnect.com/directory/dayco-products-inc/,https://textileconnect.com/directory/dayco-products-inc/,https://textileconnect.com/directory/dayco-products-inc/,,,manufacturer,Textile Connect: apparel-and-product-manufacturing,,Textile Connect,https://textileconnect.com/directory/,Contact for quote
Day International,Mauldin,SC,https://textileconnect.com/directory/day-international/,https://textileconnect.com/directory/day-international/,https://textileconnect.com/directory/day-international/,,,manufacturer,Textile Connect: apparel-and-product-manufacturing,,Textile Connect,https://textileconnect.com/directory/,Contact for quote
D C May Ma Crepe Corp,Durham,NC,https://textileconnect.com/directory/d-c-may-ma-crepe-corp/,https://textileconnect.com/directory/d-c-may-ma-crepe-corp/,https://textileconnect.com/directory/d-c-may-ma-crepe-corp/,,,manufacturer,Textile Connect: apparel-and-product-manufacturing,,Textile Connect,https://textileconnect.com/directory/,Contact for quote
D C O’Hair Co,Charlotte,NC,https://textileconnect.com/directory/d-c-ohair-co/,https://textileconnect.com/directory/d-c-ohair-co/,https://textileconnect.com/directory/d-c-ohair-co/,,,manufacturer,Textile Connect: apparel-and-product-manufacturing,,Textile Connect,https://textileconnect.com/directory/,Contact for quote
DDB Enterprises,Siler,NC,https://textileconnect.com/directory/ddb-enterprises/,https://textileconnect.com/directory/ddb-enterprises/,https://textileconnect.com/directory/ddb-enterprises/,,,manufacturer,Textile Connect: apparel-and-product-manufacturing,,Textile Connect,https://textileconnect.com/directory/,Contact for quote
D D Hosiery Mill Inc,Graham,NC,https://textileconnect.com/directory/d-d-hosiery-mill-inc/,https://textileconnect.com/directory/d-d-hosiery-mill-inc/,https://textileconnect.com/directory/d-d-hosiery-mill-inc/,,,manufacturer,Textile Connect: apparel-and-product-manufacturing,,Textile Connect,https://textileconnect.com/directory/,Contact for quote
DDM INC,Wilmington,NC,https://textileconnect.com/directory/ddm-inc/,https://textileconnect.com/directory/ddm-inc/,https://textileconnect.com/directory/ddm-inc/,,,manufacturer,Textile Connect: apparel-and-product-manufacturing,,Textile Connect,https://textileconnect.com/directory/,Contact for quote
Decorator Industries Inc,Salisbury,NC,https://textileconnect.com/directory/decorator-industries-inc/,https://textileconnect.com/directory/decorator-industries-inc/,https://textileconnect.com/directory/decorator-industries-inc/,,,manufacturer,Textile Connect: apparel-and-product-manufacturing,,Textile Connect,https://textileconnect.com/directory/,Contact for quote
Decor De I’Ile,Charleston,SC,https://textileconnect.com/directory/decor-de-iile/,https://textileconnect.com/directory/decor-de-iile/,https://textileconnect.com/directory/decor-de-iile/,,,manufacturer,Textile Connect: apparel-and-product-manufacturing,,Textile Connect,https://textileconnect.com/directory/,Contact for quote
Deep Creek Lodge,Bryson,NC,https://textileconnect.com/directory/deep-creek-lodge/,https://textileconnect.com/directory/deep-creek-lodge/,https://textileconnect.com/directory/deep-creek-lodge/,,,manufacturer,Textile Connect: apparel-and-product-manufacturing,,Textile Connect,https://textileconnect.com/directory/,Contact for quote
Deep River Dyeing Co,Randleman,NC,https://textileconnect.com/directory/deep-river-dyeing-co/,https://textileconnect.com/directory/deep-river-dyeing-co/,https://textileconnect.com/directory/deep-river-dyeing-co/,,,manufacturer,Textile Connect: apparel-and-product-manufacturing,,Textile Connect,https://textileconnect.com/directory/,Contact for quote
Deep River Fabricators,Franklinville,NC,https://textileconnect.com/directory/deep-river-fabricators/,https://textileconnect.com/directory/deep-river-fabricators/,https://textileconnect.com/directory/deep-river-fabricators/,,,manufacturer,Textile Connect: apparel-and-product-manufacturing,,Textile Connect,https://textileconnect.com/directory/,Contact for quote
Deep River Mills Coated Fbrcs,Highfalls,NC,https://textileconnect.com/directory/deep-river-mills-coated-fbrcs/,https://textileconnect.com/directory/deep-river-mills-coated-fbrcs/,https://textileconnect.com/directory/deep-river-mills-coated-fbrcs/,,,manufacturer,Textile Connect: apparel-and-product-manufacturing,,Textile Connect,https://textileconnect.com/directory/,Contact for quote
DeFeet Sock Co,Hildebran,NC,https://textileconnect.com/directory/defeet-sock-co/,https://textileconnect.com/directory/defeet-sock-co/,https://textileconnect.com/directory/defeet-sock-co/,,,manufacturer,Textile Connect: apparel-and-product-manufacturing,,Textile Connect,https://textileconnect.com/directory/,Contact for quote
De Fore Milliken & Co,Seneca,SC,https://textileconnect.com/directory/de-fore-milliken-co/,https://textileconnect.com/directory/de-fore-milliken-co/,https://textileconnect.com/directory/de-fore-milliken-co/,,,manufacturer,Textile Connect: apparel-and-product-manufacturing,,Textile Connect,https://textileconnect.com/directory/,Contact for quote
Del’s Sew & Sew,Gastonia,NC,https://textileconnect.com/directory/dels-sew-sew/,https://textileconnect.com/directory/dels-sew-sew/,https://textileconnect.com/directory/dels-sew-sew/,,,manufacturer,Textile Connect: apparel-and-product-manufacturing,,Textile Connect,https://textileconnect.com/directory/,Contact for quote
"DelStar Technologies, Inc",Austin,TX,https://textileconnect.com/directory/delstar-technologies-inc/,https://textileconnect.com/directory/delstar-technologies-inc/,https://textileconnect.com/directory/delstar-technologies-inc/,,,manufacturer,Textile Connect: apparel-and-product-manufacturing,,Textile Connect,https://textileconnect.com/directory/,Contact for quote
Delta Apparel,Miramar,FL,https://textileconnect.com/directory/delta-apparel/,https://textileconnect.com/directory/delta-apparel/,https://textileconnect.com/directory/delta-apparel/,,,manufacturer,Textile Connect: apparel-and-product-manufacturing,,Textile Connect,https://textileconnect.com/directory/,Contact for quote
Denali Co,York,SC,https://textileconnect.com/directory/denali-co/,https://textileconnect.com/directory/denali-co/,https://textileconnect.com/directory/denali-co/,,,manufacturer,Textile Connect: apparel-and-product-manufacturing,,Textile Connect,https://textileconnect.com/directory/,Contact for quote
Denton Hosiery Mill,Denton,NC,https://textileconnect.com/directory/denton-hosiery-mill/,https://textileconnect.com/directory/denton-hosiery-mill/,https://textileconnect.com/directory/denton-hosiery-mill/,,,manufacturer,Textile Connect: apparel-and-product-manufacturing,,Textile Connect,https://textileconnect.com/directory/,Contact for quote
Denver Tent Co,Denver,CO,https://textileconnect.com/directory/denver-tent-co/,https://textileconnect.com/directory/denver-tent-co/,https://textileconnect.com/directory/denver-tent-co/,,,manufacturer,Textile Connect: apparel-and-product-manufacturing,,Textile Connect,https://textileconnect.com/directory/,Contact for quote
Deroyal Textiles Inc,Camden,SC,https://textileconnect.com/directory/deroyal-textiles-inc/,https://textileconnect.com/directory/deroyal-textiles-inc/,https://textileconnect.com/directory/deroyal-textiles-inc/,,,manufacturer,Textile Connect: apparel-and-product-manufacturing,,Textile Connect,https://textileconnect.com/directory/,Contact for quote
De Rue & Assoc Inc,Hickory,NC,https://textileconnect.com/directory/de-rue-assoc-inc/,https://textileconnect.com/directory/de-rue-assoc-inc/,https://textileconnect.com/directory/de-rue-assoc-inc/,,,manufacturer,Textile Connect: apparel-and-product-manufacturing,,Textile Connect,https://textileconnect.com/directory/,Contact for quote
Derue & Assoc Inc,Winston Salem,NC,https://textileconnect.com/directory/derue-assoc-inc/,https://textileconnect.com/directory/derue-assoc-inc/,https://textileconnect.com/directory/derue-assoc-inc/,,,manufacturer,Textile Connect: apparel-and-product-manufacturing,,Textile Connect,https://textileconnect.com/directory/,Contact for quote
DeSales Trading Co,Burlington,NC,https://textileconnect.com/directory/desales-trading-co/,https://textileconnect.com/directory/desales-trading-co/,https://textileconnect.com/directory/desales-trading-co/,,,manufacturer,Textile Connect: apparel-and-product-manufacturing,,Textile Connect,https://textileconnect.com/directory/,Contact for quote
Design Distributing,North Charleston,SC,https://textileconnect.com/directory/design-distributing/,https://textileconnect.com/directory/design-distributing/,https://textileconnect.com/directory/design-distributing/,,,manufacturer,Textile Connect: apparel-and-product-manufacturing,,Textile Connect,https://textileconnect.com/directory/,Contact for quote
Designer’s Vision,Charlotte,NC,https://textileconnect.com/directory/designers-vision/,https://textileconnect.com/directory/designers-vision/,https://textileconnect.com/directory/designers-vision/,,,manufacturer,Textile Connect: apparel-and-product-manufacturing,,Textile Connect,https://textileconnect.com/directory/,Contact for quote
Designer’s Window Inc,Charlotte,NC,https://textileconnect.com/directory/designers-window-inc/,https://textileconnect.com/directory/designers-window-inc/,https://textileconnect.com/directory/designers-window-inc/,,,manufacturer,Textile Connect: apparel-and-product-manufacturing,,Textile Connect,https://textileconnect.com/directory/,Contact for quote
Designer’s Workroom Inc,Apex,NC,https://textileconnect.com/directory/designers-workroom-inc/,https://textileconnect.com/directory/designers-workroom-inc/,https://textileconnect.com/directory/designers-workroom-inc/,,,manufacturer,Textile Connect: apparel-and-product-manufacturing,,Textile Connect,https://textileconnect.com/directory/,Contact for quote
Designer Embroidery,Monroe,NC,https://textileconnect.com/directory/designer-embroidery/,https://textileconnect.com/directory/designer-embroidery/,https://textileconnect.com/directory/designer-embroidery/,,,manufacturer,Textile Connect: apparel-and-product-manufacturing,,Textile Connect,https://textileconnect.com/directory/,Contact for quote
Designer Sewing Room,Laurinburg,NC,https://textileconnect.com/directory/designer-sewing-room/,https://textileconnect.com/directory/designer-sewing-room/,https://textileconnect.com/directory/designer-sewing-room/,,,manufacturer,Textile Connect: apparel-and-product-manufacturing,,Textile Connect,https://textileconnect.com/directory/,Contact for quote
Design Foundry – Hickory,Hickory,NC,https://textileconnect.com/directory/design-foundry-hickory/,https://textileconnect.com/directory/design-foundry-hickory/,https://textileconnect.com/directory/design-foundry-hickory/,,,manufacturer,Textile Connect: apparel-and-product-manufacturing,,Textile Connect,https://textileconnect.com/directory/,Contact for quote
Design Lab Inc,Greenville,SC,https://textileconnect.com/directory/design-lab-inc/,https://textileconnect.com/directory/design-lab-inc/,https://textileconnect.com/directory/design-lab-inc/,,,manufacturer,Textile Connect: apparel-and-product-manufacturing,,Textile Connect,https://textileconnect.com/directory/,Contact for quote
Design Manifestations,Columbia,SC,https://textileconnect.com/directory/design-manifestations/,https://textileconnect.com/directory/design-manifestations/,https://textileconnect.com/directory/design-manifestations/,,,manufacturer,Textile Connect: apparel-and-product-manufacturing,,Textile Connect,https://textileconnect.com/directory/,Contact for quote
Design Source LTD,High Point,NC,https://textileconnect.com/directory/design-source-ltd/,https://textileconnect.com/directory/design-source-ltd/,https://textileconnect.com/directory/design-source-ltd/,,,manufacturer,Textile Connect: apparel-and-product-manufacturing,,Textile Connect,https://textileconnect.com/directory/,Contact for quote
Design Studio & Workshop,Wilmington,NC,https://textileconnect.com/directory/design-studio-workshop/,https://textileconnect.com/directory/design-studio-workshop/,https://textileconnect.com/directory/design-studio-workshop/,,,manufacturer,Textile Connect: apparel-and-product-manufacturing,,Textile Connect,https://textileconnect.com/directory/,Contact for quote
Designs Unlimited,Asheboro,NC,https://textileconnect.com/directory/designs-unlimited/,https://textileconnect.com/directory/designs-unlimited/,https://textileconnect.com/directory/designs-unlimited/,,,manufacturer,Textile Connect: apparel-and-product-manufacturing,,Textile Connect,https://textileconnect.com/directory/,Contact for quote
Design Systems Group Inc,Rocky Mount,NC,https://textileconnect.com/directory/design-systems-group-inc/,https://textileconnect.com/directory/design-systems-group-inc/,https://textileconnect.com/directory/design-systems-group-inc/,,,manufacturer,Textile Connect: apparel-and-product-manufacturing,,Textile Connect,https://textileconnect.com/directory/,Contact for quote
Design Tex Fabrics Inc,Charlotte,NC,https://textileconnect.com/directory/design-tex-fabrics-inc/,https://textileconnect.com/directory/design-tex-fabrics-inc/,https://textileconnect.com/directory/design-tex-fabrics-inc/,,,manufacturer,Textile Connect: apparel-and-product-manufacturing,,Textile Connect,https://textileconnect.com/directory/,Contact for quote
Design Textile Products,Shelby,NC,https://textileconnect.com/directory/design-textile-products/,https://textileconnect.com/directory/design-textile-products/,https://textileconnect.com/directory/design-textile-products/,,,manufacturer,Textile Connect: apparel-and-product-manufacturing,,Textile Connect,https://textileconnect.com/directory/,Contact for quote
Design Up Inc,Siler,NC,https://textileconnect.com/directory/design-up-inc/,https://textileconnect.com/directory/design-up-inc/,https://textileconnect.com/directory/design-up-inc/,,,manufacturer,Textile Connect: apparel-and-product-manufacturing,,Textile Connect,https://textileconnect.com/directory/,Contact for quote
Design World,Cary,NC,https://textileconnect.com/directory/design-world/,https://textileconnect.com/directory/design-world/,https://textileconnect.com/directory/design-world/,,,manufacturer,Textile Connect: apparel-and-product-manufacturing,,Textile Connect,https://textileconnect.com/directory/,Contact for quote
Detroit Denim Co.,Detroit,MI,https://textileconnect.com/directory/detroit-denim-co/,https://textileconnect.com/directory/detroit-denim-co/,https://textileconnect.com/directory/detroit-denim-co/,,,manufacturer,Textile Connect: apparel-and-product-manufacturing,,Textile Connect,https://textileconnect.com/directory/,Contact for quote
Detroit Sewn,Pontiac,MI,https://textileconnect.com/directory/detroit-sewn/,https://textileconnect.com/directory/detroit-sewn/,https://textileconnect.com/directory/detroit-sewn/,,,manufacturer,Textile Connect: apparel-and-product-manufacturing,,Textile Connect,https://textileconnect.com/directory/,Contact for quote
"Devan North America, LLC",Greenville,SC,https://textileconnect.com/directory/devan-north-america-llc/,https://textileconnect.com/directory/devan-north-america-llc/,https://textileconnect.com/directory/devan-north-america-llc/,,,manufacturer,Textile Connect: apparel-and-product-manufacturing,,Textile Connect,https://textileconnect.com/directory/,Contact for quote
